"Gene" "Weight_wo_mod" "M6ARatio" "M6AWeight" "Weight_w_M6A"
"CDK11A" 968304.8 0 0 968304.8
"CDK11B" 971339.4 0.543445487 12.027 971351.427
"CDK12" 2662466.4 0.739993617 72.162 2662538.562
"CDK13" 3062455 0.768290166 48.108 3062503.108
"CDK13-DT" 719323.8 0 0 719323.8
"CDK14" 1660715.2 0.170729445 0 1660715.2
"CDK15" 1195356.8 0 0 1195356.8
"CDK16" 1014497.6 0.091441388 12.027 1014509.627
"CDK17" 1295256.2 0.303290644 12.027 1295268.227
"CDK18" 1206276.2 0.246904555 12.027 1206288.227
"CDK19" 2055168.8 0.435263982 24.054 2055192.854
"CDK2" 834334.6 0.159775232 12.027 834346.627
"CDK20" 1769974.6 0 0 1769974.6
"CDK2AP1" 1231856.6 0.034582012 12.027 1231868.627
"CDK2AP1P1" 114809.4 0 0 114809.4
"CDK2AP2" 545295.4 0.260423183 12.027 545307.427
"CDK2AP2P1" 105619.6 0 0 105619.6
"CDK2AP2P2" 118375.4 0 0 118375.4
"CDK2AP2P3" 119887.4 0 0 119887.4
"CDK3" 522373 0.507146732 0 522373
"CDK4" 600022 0.084416128 0 600022
"CDK4P1" 265579.6 0 0 265579.6
"CDK5" 361392.4 0.0795172 12.027 361404.427
"CDK5P1" 282268.4 0 0 282268.4
"CDK5R1" 1268831.6 0.819589325 0 1268831.6
"CDK5R2" 799861 0 0 799861
"CDK5R2-AS1" 177025.6 0 0 177025.6
"CDK5RAP1" 850652 0.145689913 0 850652
"CDK5RAP2" 3453467.8 0.610746814 24.054 3453491.854
"CDK5RAP3" 891664.8 0.43912731 12.027 891676.827
"CDK6" 3738487.6 0.121732469 24.054 3738511.654
"CDK6-AS1" 254742 0 0 254742
"CDK7" 468211 0 0 468211
"CDK7P1" 223499.6 0 0 223499.6
"CDK8" 985325 0.08111065 24.054 985349.054
"CDK8P1" 193458.2 0 0 193458.2
"CDK8P2" 176058.4 0 0 176058.4
"CDK9" 801369.6 0.657369456 24.054 801393.654
"CDKAL1" 1050294.4 0.193561011 0 1050294.4
"CDKL1" 1730604.4 0.519390776 0 1730604.4
"CDKL2" 1585294 0 0 1585294
"CDKL3" 716152.4 0 0 716152.4
"CDKL4" 599579.6 0 0 599579.6
"CDKL5" 4715388 0 0 4715388
"CDKN1A" 728384.4 0.099290623 0 728384.4
"CDKN1B" 1392918 0.464451073 24.054 1392942.054
"CDKN1C" 622678.2 0 0 622678.2
"CDKN2A" 338911.4 0 0 338911.4
"CDKN2A-DT" 265401.6 0 0 265401.6
"CDKN2AIP" 1137951.4 0.70069765 12.027 1137963.427
"CDKN2AIPNL" 395243.6 0.149199088 0 395243.6
"CDKN2AIPNLP1" 97409.4 0 0 97409.4
"CDKN2AIPNLP2" 113969.4 0 0 113969.4
"CDKN2AIPNLP3" 99597.8 0 0 99597.8
"CDKN2B" 1239488.6 0 0 1239488.6
"CDKN2B-AS1" 2296723.6 0 0 2296723.6
"CDKN2C" 937826.8 0.817381507 12.027 937838.827
"CDKN2D" 461162 0.382984733 0 461162
"CDKN3" 343154 0.062988399 0 343154
"CDNF" 479807.4 0 0 479807.4
"CDO1" 502950 0.092554888 0 502950
"CDON" 2932258.6 0 0 2932258.6
"CDPF1" 514779 0.678216518 12.027 514791.027
"CDPF1P1" 461222.8 0 0 461222.8
"CDR1" 255924.8 0 0 255924.8
"CDR2" 873093.8 0 0 873093.8
"CDR2-DT" 458023 0 0 458023
"CDR2L" 1139717.2 0.678629748 48.108 1139765.308
"CDRT15" 251852.8 0 0 251852.8
"CDRT15L2" 338498.6 0 0 338498.6
"CDRT15P1" 182443.8 0 0 182443.8
"CDRT15P10" 189101.2 0 0 189101.2
"CDRT15P11" 319411.6 0 0 319411.6
"CDRT15P12" 204154 0 0 204154
"CDRT15P13" 337139.6 0 0 337139.6
"CDRT15P14" 187046.8 0 0 187046.8
"CDRT15P2" 134082.2 0 0 134082.2
"CDRT15P3" 292360.6 0 0 292360.6
"CDRT15P3" 427686 0 0 427686
"CDRT15P4" 186298.8 0 0 186298.8
"CDRT15P5" 178841 0 0 178841
"CDRT15P6" 186735.2 0 0 186735.2
"CDRT15P7" 186727.6 0 0 186727.6
"CDRT15P8" 189275.2 0 0 189275.2
"CDRT15P9" 164527.8 0 0 164527.8
"CDRT4" 810112.6 0 0 810112.6
"CDRT7" 246631.4 0 0 246631.4
"CDRT8" 150169.4 0 0 150169.4
"CDS1" 1381687.8 0 0 1381687.8
"CDS2" 2912954.2 0.169747422 24.054 2912978.254
"CDSN" 816781 0 0 816781
"CDT1" 858545.8 0.3070953 48.108 858593.908
"CDV3" 1164839.2 0.679821833 12.027 1164851.227
"CDV3P1" 240594.8 0 0 240594.8
"CDX1" 572120 0 0 572120
"CDX2" 1110920.6 0 0 1110920.6
"CDX4" 529138.4 0 0 529138.4
"CDY1" 762484.2 0 0 762484.2
"CDY10P" 505766.4 0 0 505766.4
"CDY11P" 532555.2 0 0 532555.2
"CDY12P" 327848 0 0 327848
"CDY13P" 327848 0 0 327848
"CDY14P" 327519.8 0 0 327519.8
"CDY15P" 506368 0 0 506368
"CDY17P" 413498.4 0 0 413498.4
"CDY18P" 519419.8 0 0 519419.8
"CDY19P" 520642.6 0 0 520642.6
"CDY1B" 747806.2 0 0 747806.2
"CDY20P" 412510.8 0 0 412510.8
"CDY22P" 501153.8 0 0 501153.8
"CDY23P" 327519.8 0 0 327519.8
"CDY2A" 632448 0 0 632448
"CDY2B" 632792.2 0 0 632792.2
"CDY3P" 521772.6 0 0 521772.6
"CDY4P" 488271.6 0 0 488271.6
"CDY5P" 509889 0 0 509889
"CDY6P" 408401.2 0 0 408401.2
"CDY7P" 517758.8 0 0 517758.8
"CDY8P" 412536.8 0 0 412536.8
"CDY9P" 509889 0 0 509889
"CDYL" 1127830.6 0.619750027 24.054 1127854.654
"CDYL-AS1" 117953.8 0 0 117953.8
"CDYL2" 2705024.4 0.235967607 12.027 2705036.427
"CDYLP1" 471150.6 0 0 471150.6
"CEACAM1" 1118921.2 0 0 1118921.2
"CEACAM16" 546154.2 0 0 546154.2
"CEACAM16-AS1" 490840.4 0 0 490840.4
"CEACAM18" 615121.6 0 0 615121.6
"CEACAM19" 1045184.6 0 0 1045184.6
"CEACAM20" 682004.8 0 0 682004.8
"CEACAM21" 545077.2 0 0 545077.2
"CEACAM22P" 327286.2 0 0 327286.2
"CEACAM22P" 969215.2 0 0 969215.2
"CEACAM3" 527801 0 0 527801
"CEACAM4" 373920.2 0 0 373920.2
"CEACAM5" 1123063.2 0 0 1123063.2
"CEACAM6" 831570.8 0 0 831570.8
"CEACAM7" 798620.8 0 0 798620.8
"CEACAM8" 735066.4 0 0 735066.4
"CEACAMP1" 332077 0 0 332077
"CEACAMP10" 552480.2 0 0 552480.2
"CEACAMP11" 187458.6 0 0 187458.6
"CEACAMP2" 141264 0 0 141264
"CEACAMP3" 204994.6 0 0 204994.6
"CEACAMP4" 135166.2 0 0 135166.2
"CEACAMP5" 308318.2 0 0 308318.2
"CEACAMP6" 184551.8 0 0 184551.8
"CEACAMP7" 159357.2 0 0 159357.2
"CEACAMP8" 186428 0 0 186428
"CEACAMP9" 164795.6 0 0 164795.6
"CEBPA" 839044.2 0 0 839044.2
"CEBPA-DT" 711637.6 0 0 711637.6
"CEBPB" 592237.8 0.613367066 0 592237.8
"CEBPB-AS1" 855212.6 0 0 855212.6
"CEBPD" 403964.4 0.645256858 12.027 403976.427
"CEBPE" 409218.2 0 0 409218.2
"CEBPG" 1237005 0.564370473 12.027 1237017.027
"CEBPZ" 1079703.2 0.725637022 36.081 1079739.281
"CEBPZOS" 1009457.4 0 0 1009457.4
"CECR2" 3244408 0.642740499 24.054 3244432.054
"CECR3" 615565 0 0 615565
"CECR7" 107207 0 0 107207
"CECR9" 64372.8 0 0 64372.8
"CEDORA" 951743 0 0 951743
"CEL" 765143.2 0 0 765143.2
"CELA1" 306732.6 0 0 306732.6
"CELA2A" 294874.2 0 0 294874.2
"CELA2B" 294542 0 0 294542
"CELA3A" 290853.2 0 0 290853.2
"CELA3B" 319762.2 0 0 319762.2
"CELF1" 2611253.4 0.225347909 60.135 2611313.535
"CELF2" 3010108.2 0 0 3010108.2
"CELF2-AS1" 793884.8 0 0 793884.8
"CELF2-AS2" 789486.2 0 0 789486.2
"CELF2-DT" 1781302.8 0 0 1781302.8
"CELF3" 1786685.4 0 0 1786685.4
"CELF4" 1230822 0 0 1230822
"CELF5" 1372457.6 0 0 1372457.6
"CELF6" 1086064.6 0 0 1086064.6
"CELP" 361327 0 0 361327
"CELSR1" 3812992.8 0 0 3812992.8
"CELSR1P1" 277483.4 0 0 277483.4
"CELSR2" 3543981 0.642446743 72.162 3544053.162
"CELSR3" 3843341.6 0.570002859 12.027 3843353.627
"CEMIP" 2368050.6 0 0 2368050.6
"CEMIP2" 1978379.4 0 60.135 1978439.535
"CEMP1" 442440.8 0 0 442440.8
"CENATAC" 568692.2 0 0 568692.2
"CENATAC-DT" 436129.8 0 0 436129.8
"CEND1" 518001 0 0 518001
"CEND1P1" 147157 0 0 147157
"CENPA" 446110.8 0.141381971 0 446110.8
"CENPB" 934232 0.863114714 12.027 934244.027
"CENPBD1P" 885597.8 0 0 885597.8
"CENPBD2P" 2678426.2 0 0 2678426.2
"CENPC" 2187937.6 0.517952904 12.027 2187949.627
"CENPCP1" 832177.6 0 0 832177.6
"CENPE" 2824462.4 0.565346665 0 2824462.4
"CENPF" 3330335 0.741910108 36.081 3330371.081
"CENPH" 436127.8 0.133305785 12.027 436139.827
"CENPI" 1795885.8 0.604900295 24.054 1795909.854
"CENPIP1" 288655.4 0 0 288655.4
"CENPJ" 1641132.4 0.638494759 0 1641132.4
"CENPK" 555698.2 0.162136805 0 555698.2
"CENPL" 869905.2 0.715211425 24.054 869929.254
"CENPM" 322398.4 0.102570815 12.027 322410.427
"CENPN" 1261271.6 0.091851564 0 1261271.6
"CENPN-AS1" 815300 0 0 815300
"CENPNP1" 442657.2 0 0 442657.2
"CENPNP2" 326353.4 0 0 326353.4
"CENPO" 1374242.4 0.615400217 36.081 1374278.481
"CENPP" 2665894.6 0.550639275 12.027 2665906.627
"CENPPP1" 153344.2 0 0 153344.2
"CENPQ" 559436.2 0.112868327 0 559436.2
"CENPS" 295293.8 0 0 295293.8
"CENPS-CORT" 473095.8 0 12.027 473107.827
"CENPT" 953951.4 0.2630589 12.027 953963.427
"CENPU" 802794.8 0 12.027 802806.827
"CENPUP1" 387206.4 0 0 387206.4
"CENPUP2" 382585.2 0 0 382585.2
"CENPV" 570258 0.179972232 0 570258
"CENPVL1" 521574 0 0 521574
"CENPVL2" 521574 0 0 521574
"CENPVL3" 608648.6 0 0 608648.6
"CENPW" 260316.8 0.076000332 0 260316.8
"CENPX" 289301.8 0 12.027 289313.827
"CEP104" 2497181.2 0.318312844 0 2497181.2
"CEP112" 1535232.4 0 0 1535232.4
"CEP120" 2068185.2 0.314651268 12.027 2068197.227
"CEP126" 2268948.6 0 0 2268948.6
"CEP128" 1490858.8 0.61329146 12.027 1490870.827
"CEP131" 1194120.6 0 12.027 1194132.627
"CEP135" 1803969.2 0.380016462 0 1803969.2
"CEP15" 1131524 0 0 1131524
"CEP152" 1796640 0.662385478 36.081 1796676.081
"CEP162" 1663686 0 0 1663686
"CEP164" 1832654 0.619790908 36.081 1832690.081
"CEP164P1" 793659.4 0 0 793659.4
"CEP170" 2270763.8 0 0 2270763.8
"CEP170B" 2170695.4 0.617815897 36.081 2170731.481
"CEP170P1" 1479071.4 0 0 1479071.4
"CEP19" 696153.6 0 0 696153.6
"CEP192" 2775648 0.410002532 48.108 2775696.108
"CEP192-DT" 153581.8 0 0 153581.8
"CEP192P1" 669468.4 0 0 669468.4
"CEP19P1" 156780 0 0 156780
"CEP20" 726718.8 0 0 726718.8
"CEP250" 4993244.8 0.817799853 48.108 4993292.908
"CEP250-AS1" 199847.6 0 0 199847.6
"CEP290" 4289974.8 0.570046128 0 4289974.8
"CEP295" 2580347.8 0 0 2580347.8
"CEP295NL" 678301.2 0 0 678301.2
"CEP350" 4457077.4 0.620069976 0 4457077.4
"CEP41" 2018318.4 0 0 2018318.4
"CEP43" 4479741.2 0 0 4479741.2
"CEP44" 1378656.6 0.179983742 0 1378656.6
"CEP55" 855926.6 0.240632591 12.027 855938.627
"CEP57" 1010787.2 0.217203044 12.027 1010799.227
"CEP57L1" 4141816.6 0.261999177 0 4141816.6
"CEP57L1P1" 387462.2 0 0 387462.2
"CEP63" 2744793 0.517364689 0 2744793
"CEP68" 1890639.4 0.439733215 12.027 1890651.427
"CEP70" 849620.2 0.328549128 24.054 849644.254
"CEP72" 763900.2 0.337345964 0 763900.2
"CEP72-DT" 191005.2 0 0 191005.2
"CEP76" 1066025.8 0.055716469 24.054 1066049.854
"CEP78" 3616146.6 0.450316188 24.054 3616170.654
"CEP83" 1189529.2 0 0 1189529.2
"CEP83-DT" 797036.4 0 0 797036.4
"CEP85" 1266441 0.432746347 36.081 1266477.081
"CEP85L" 2368758.6 0.500678396 0 2368758.6
"CEP89" 1830954.6 0.626522227 0 1830954.6
"CEP95" 1171561.2 0 0 1171561.2
"CEP97" 2593912.8 0.447786933 24.054 2593936.854
"CEPT1" 1696844 0.089377582 24.054 1696868.054
"CER1" 395741.2 0 0 395741.2
"CERCAM" 1676041.2 0.237476472 12.027 1676053.227
"CERK" 1430184.4 0.25648561 12.027 1430196.427
"CERKL" 1442649.2 0 0 1442649.2
"CERNA1" 822605.8 0 0 822605.8
"CERNA2" 602494.8 0 0 602494.8
"CERNA3" 179256.4 0 0 179256.4
"CEROX1" 1201980.2 0 0 1201980.2
"CERS1" 829138.8 0.66188352 12.027 829150.827
"CERS2" 816612.8 0.053535551 24.054 816636.854
"CERS3" 1249340.8 0 0 1249340.8
"CERS3-AS1" 392857 0 0 392857
"CERS4" 772680.2 0.175929887 24.054 772704.254
"CERS5" 961846.6 0.164890048 24.054 961870.654
"CERS6" 2197990.2 0.0494195 24.054 2198014.254
"CERS6-AS1" 937325.2 0 0 937325.2
"CERT1" 2572553.4 0 0 2572553.4
"CES1" 703095.6 0 0 703095.6
"CES1P1" 548981.8 0 0 548981.8
"CES1P1" 729694.8 0 0 729694.8
"CES1P2" 400807.4 0 0 400807.4
"CES2" 1247165.6 0.645472343 24.054 1247189.654
"CES3" 1241374.6 0 0 1241374.6
"CES4A" 1101442.8 0 0 1101442.8
"CES5A" 724333.6 0 0 724333.6
"CES5AP1" 275657.8 0 0 275657.8
"CETN1" 558361 0 0 558361
"CETN2" 454443.6 0 0 454443.6
"CETN3" 773676.2 0.337484211 0 773676.2
"CETN4P" 763565.8 0 0 763565.8
"CETP" 569762.2 0 0 569762.2
"CFAP100" 685775.4 0 0 685775.4
"CFAP100-DT" 366542.8 0 0 366542.8
"CFAP107" 1148639.8 0 0 1148639.8
"CFAP119" 681948.8 0 0 681948.8
"CFAP126" 248301.8 0 0 248301.8
"CFAP141" 217160.8 0 0 217160.8
"CFAP144" 173320.2 0 0 173320.2
"CFAP157" 1195564.8 0 0 1195564.8
"CFAP161" 518254.4 0 0 518254.4
"CFAP20" 516823 0 12.027 516835.027
"CFAP206" 828463 0 0 828463
"CFAP20DC" 1318279.6 0 0 1318279.6
"CFAP20DC-AS1" 708652.6 0 0 708652.6
"CFAP20DC-DT" 513076.4 0 0 513076.4
"CFAP210" 697207.6 0 0 697207.6
"CFAP221" 1057449.8 0 0 1057449.8
"CFAP251" 1500944 0 0 1500944
"CFAP276" 305953.2 0 0 305953.2
"CFAP298" 1131836.2 0 12.027 1131848.227
"CFAP298-TCP10L" 2355217.4 0 0 2355217.4
"CFAP299" 1067080.8 0 0 1067080.8
"CFAP300" 704104.6 0 0 704104.6
"CFAP36" 505301 0 12.027 505313.027
"CFAP410" 1464306.4 0 12.027 1464318.427
"CFAP418" 1071086 0 0 1071086
"CFAP418-AS1" 853261.2 0 0 853261.2
"CFAP43" 1731391.4 0 0 1731391.4
"CFAP44" 3295931.6 0 0 3295931.6
"CFAP44-AS1" 320869.8 0 0 320869.8
"CFAP45" 642734.2 0 0 642734.2
"CFAP46" 2698914.8 0 0 2698914.8
"CFAP47" 3188556.2 0 0 3188556.2
"CFAP52" 730645.2 0 0 730645.2
"CFAP53" 591926.8 0 0 591926.8
"CFAP53P1" 378729.4 0 0 378729.4
"CFAP54" 3139553.2 0 0 3139553.2
"CFAP57" 1343633.4 0 0 1343633.4
"CFAP58" 1054643.2 0 0 1054643.2
"CFAP58-DT" 364717.2 0 0 364717.2
"CFAP61" 1314525.6 0 0 1314525.6
"CFAP61-AS1" 181698.6 0 0 181698.6
"CFAP65" 1912524.2 0 0 1912524.2
"CFAP68" 825300.6 0 0 825300.6
"CFAP69" 2228640.2 0 0 2228640.2
"CFAP69P1" 331116 0 0 331116
"CFAP70" 2150742.2 0 0 2150742.2
"CFAP73" 533351.6 0 0 533351.6
"CFAP74" 1727258 0 0 1727258
"CFAP77" 583171.6 0 0 583171.6
"CFAP90" 652195.6 0 0 652195.6
"CFAP91" 1429812.6 0 0 1429812.6
"CFAP92" 1938567.8 0 0 1938567.8
"CFAP95" 272130.8 0 0 272130.8
"CFAP95-DT" 641609.4 0 0 641609.4
"CFAP96" 429712.6 0 0 429712.6
"CFAP97" 1555782.2 0 36.081 1555818.281
"CFAP97D1" 1208470.2 0 0 1208470.2
"CFAP97D2" 429899.4 0 0 429899.4
"CFAP97P1" 155968.6 0 0 155968.6
"CFAP99" 892919 0 0 892919
"CFB" 1334326.8 0 0 1334326.8
"CFC1" 537533.4 0 0 537533.4
"CFC1B" 528342.6 0 0 528342.6
"CFD" 385351.2 0 0 385351.2
"CFDP1" 419420.6 0.409075175 12.027 419432.627
"CFH" 2243835 0 0 2243835
"CFHR1" 440492.4 0 0 440492.4
"CFHR2" 479771.6 0 0 479771.6
"CFHR3" 940912.8 0 0 940912.8
"CFHR4" 1159787.8 0 0 1159787.8
"CFHR5" 904233.8 0 0 904233.8
"CFI" 761115.6 0 0 761115.6
"CFL1" 604133.6 0.107442192 0 604133.6
"CFL1P1" 132592.2 0 0 132592.2
"CFL1P2" 220697.8 0 0 220697.8
"CFL1P3" 158484 0 0 158484
"CFL1P4" 161323.6 0 0 161323.6
"CFL1P5" 162469.4 0 0 162469.4
"CFL1P6" 160128.8 0 0 160128.8
"CFL1P7" 157239.2 0 0 157239.2
"CFL1P8" 153863 0 0 153863
"CFL2" 1379104.2 0.12044352 36.081 1379140.281
"CFLAR" 4693936.4 0.552072007 0 4693936.4
"CFLAR-AS1" 344874.4 0 0 344874.4
"CFP" 1302060 0 0 1302060
"CFTR" 2001010.6 0 0 2001010.6
"CFTR-AS1" 71293.2 0 0 71293.2
"CFTRP1" 59141.6 0 0 59141.6
"CFTRP2" 64233.8 0 0 64233.8
"CFTRP3" 68295.4 0 0 68295.4
"CGA" 267112.4 0 0 267112.4
"CGAS" 1028905.2 0 12.027 1028917.227
"CGB1" 252716.2 0 0 252716.2
"CGB2" 249259 0 0 249259
"CGB3" 280741.4 0 0 280741.4
"CGB5" 280813.4 0 0 280813.4
"CGB7" 1092583.2 0 0 1092583.2
"CGB8" 283910.4 0 0 283910.4
"CGGBP1" 1695156.6 0.298460579 36.081 1695192.681
"CGN" 1653616.2 0.738382584 0 1653616.2
"CGNL1" 2333303.8 0 0 2333303.8
"CGREF1" 625090.2 0.513951902 24.054 625114.254
"CGRRF1" 736075.8 0.613505878 12.027 736087.827
"CH25H" 540816.8 0 0 540816.8
"CHAC1" 488205 0.739352677 24.054 488229.054
"CHAC2" 420459.8 0.396181267 0 420459.8
"CHAD" 556536.8 0 0 556536.8
"CHADL" 815450 0 0 815450
"CHAF1A" 1090830.2 0.848095162 24.054 1090854.254
"CHAF1B" 1435638.2 0.301719044 12.027 1435650.227
"CHAMP1" 2021805.8 0 0 2021805.8
"CHASERR" 864173.6 0 0 864173.6
"CHAT" 1704125.2 0 0 1704125.2
"CHCHD1" 387722.4 0.466805626 0 387722.4
"CHCHD10" 224796 0 0 224796
"CHCHD2" 256633.4 0.062639124 12.027 256645.427
"CHCHD2P1" 142977.6 0 0 142977.6
"CHCHD2P11" 147640.4 0 0 147640.4
"CHCHD2P2" 103377.2 0 0 103377.2
"CHCHD2P3" 145505.2 0 0 145505.2
"CHCHD2P4" 140260.8 0 0 140260.8
"CHCHD2P5" 129065 0 0 129065
"CHCHD2P6" 144335.4 0 0 144335.4
"CHCHD2P7" 145762.4 0 0 145762.4
"CHCHD2P8" 144222.4 0 0 144222.4
"CHCHD2P9" 147208.2 0 0 147208.2
"CHCHD3" 518174.8 0.179626218 12.027 518186.827
"CHCHD3P1" 218917.2 0 0 218917.2
"CHCHD3P2" 206786.8 0 0 206786.8
"CHCHD3P3" 207561 0 0 207561
"CHCHD4" 516610.6 0.491204978 12.027 516622.627
"CHCHD4P2" 136108 0 0 136108
"CHCHD4P3" 133167 0 0 133167
"CHCHD4P4" 106259.4 0 0 106259.4
"CHCHD4P5" 138470.4 0 0 138470.4
"CHCHD5" 1046099.4 0.159970146 12.027 1046111.427
"CHCHD6" 375131.8 0.196661372 0 375131.8
"CHCHD7" 1012580.4 0.391880681 0 1012580.4
"CHCT1" 315423 0 0 315423
"CHD1" 2707452.8 0.589745127 12.027 2707464.827
"CHD1-DT" 694440.6 0 0 694440.6
"CHD1L" 1078896.8 0 12.027 1078908.827
"CHD2" 3020653 0.675410939 48.108 3020701.108
"CHD3" 2390343.6 0.46853963 60.135 2390403.735
"CHD4" 2157775.6 0.325546924 36.081 2157811.681
"CHD5" 3182965 0.575590033 0 3182965
"CHD6" 3453586.8 0.63290141 96.216 3453683.016
"CHD7" 3743302.2 0.752147755 96.216 3743398.416
"CHD8" 2728610.4 0.578677966 60.135 2728670.535
"CHD9" 4210387 0.610987234 48.108 4210435.108
"CHD9NB" 971142.2 0 0 971142.2
"CHDH" 2480010.8 0 0 2480010.8
"CHEK1" 1324806.6 0.186948013 12.027 1324818.627
"CHEK2" 823830 0.107410974 12.027 823842.027
"CHEK2P1" 82125.8 0 0 82125.8
"CHEK2P2" 216084.4 0 0 216084.4
"CHEK2P2" 278439.8 0 0 278439.8
"CHEK2P3" 80267.6 0 0 80267.6
"CHEK2P4" 79590.2 0 0 79590.2
"CHEK2P5" 79748.2 0 0 79748.2
"CHEK2P6" 163996.8 0 0 163996.8
"CHEK2P7" 78299.4 0 0 78299.4
"CHERP" 1313158.8 0.532790781 24.054 1313182.854
"CHFR" 3618544.6 0.171983794 0 3618544.6
"CHFR-DT" 179515 0 0 179515
"CHGA" 643202 0 0 643202
"CHGB" 799440.4 0 0 799440.4
"CHI3L1" 615967 0 0 615967
"CHI3L2" 696881.8 0 0 696881.8
"CHIA" 1367341 0 0 1367341
"CHIAP1" 320606 0 0 320606
"CHIAP2" 464993.8 0 0 464993.8
"CHIAP3" 364342.6 0 0 364342.6
"CHIC1" 2198460.8 0.396343582 0 2198460.8
"CHIC2" 356576.8 0.046866642 0 356576.8
"CHID1" 1142222.4 0.201664789 12.027 1142234.427
"CHILL1" 155998.8 0 0 155998.8
"CHIT1" 1804442.4 0 0 1804442.4
"CHKA" 873190.8 0.331793985 24.054 873214.854
"CHKA-DT" 593299.6 0 0 593299.6
"CHKB" 682374.8 0.238545166 0 682374.8
"CHKB-CPT1B" 1581521.2 0 0 1581521.2
"CHKB-DT" 767071 0 0 767071
"CHL1" 2523630.2 0 0 2523630.2
"CHL1-AS1" 293251.6 0 0 293251.6
"CHL1-AS2" 943605 0 0 943605
"CHM" 1745589.6 0.347643267 24.054 1745613.654
"CHML" 2479860.2 0.638101149 72.162 2479932.362
"CHMP1A" 1285179.6 0.343121572 12.027 1285191.627
"CHMP1AP1" 214248.4 0 0 214248.4
"CHMP1B" 972896.4 0.80497613 12.027 972908.427
"CHMP1B-AS1" 177443.6 0 0 177443.6
"CHMP1B2P" 2189188.6 0 0 2189188.6
"CHMP2A" 1012792.8 0.173918166 0 1012792.8
"CHMP2B" 1913695.8 0.102644164 12.027 1913707.827
"CHMP3" 1007928.6 0.166876172 24.054 1007952.654
"CHMP3-AS1" 622741.6 0 0 622741.6
"CHMP4A" 410110.2 0 0 410110.2
"CHMP4AP1" 188426 0 0 188426
"CHMP4B" 518131.4 0.316579399 24.054 518155.454
"CHMP4BP1" 191081.6 0 0 191081.6
"CHMP4C" 597265.4 0.142695722 0 597265.4
"CHMP5" 628542.4 0.100057901 0 628542.4
"CHMP5P1" 212325 0 0 212325
"CHMP6" 537824.8 0.847006373 12.027 537836.827
"CHMP7" 1099535 0.47946597 12.027 1099547.027
"CHN1" 1014241.2 0 0 1014241.2
"CHN2" 1075281.6 0 0 1075281.6
"CHN2-AS1" 256347.6 0 0 256347.6
"CHODL" 818421 0 0 818421
"CHODL-AS1" 357762.4 0 0 357762.4
"CHORDC1" 1719413.2 0 0 1719413.2
"CHORDC1P1" 317057 0 0 317057
"CHORDC1P3" 451015.4 0 0 451015.4
"CHORDC1P4" 407624.8 0 0 407624.8
"CHORDC1P5" 312762.4 0 0 312762.4
"CHORDC2P" 352661 0 0 352661
"CHP1" 1024372.2 0.081662012 24.054 1024396.254
"CHP1P1" 187029 0 0 187029
"CHP1P2" 184425.2 0 0 184425.2
"CHP1P3" 114216.6 0 0 114216.6
"CHP2" 633838.4 0 0 633838.4
"CHPF" 1055330 0.679259103 24.054 1055354.054
"CHPF2" 1425805.8 0.740269911 24.054 1425829.854
"CHPT1" 1391698.4 0.038193145 12.027 1391710.427
"CHRAC1" 793416.2 0.339722002 12.027 793428.227
"CHRD" 1521055.8 0 0 1521055.8
"CHRDL1" 1240983 0.148064499 0 1240983
"CHRDL1" 1240410 0.148064499 0 1240410
"CHRDL2" 632666.2 0 0 632666.2
"CHRFAM7A" 1095642.2 0 0 1095642.2
"CHRM1" 850446.2 0 0 850446.2
"CHRM2" 1913452.2 0 0 1913452.2
"CHRM3" 2947326.8 0 0 2947326.8
"CHRM3-AS1" 156785.2 0 0 156785.2
"CHRM3-AS2" 1799209.6 0 0 1799209.6
"CHRM4" 979941.8 0.744897212 12.027 979953.827
"CHRM5" 1864461.4 0 0 1864461.4
"CHRNA1" 675830.6 0 0 675830.6
"CHRNA10" 625142 0 0 625142
"CHRNA2" 1296610.4 0 0 1296610.4
"CHRNA3" 966717 0 0 966717
"CHRNA4" 1795058.6 0 0 1795058.6
"CHRNA5" 1162601.6 0.360707083 0 1162601.6
"CHRNA6" 770105 0 0 770105
"CHRNA7" 2474078.4 0 0 2474078.4
"CHRNA9" 730131.4 0 0 730131.4
"CHRNB1" 823072 0 0 823072
"CHRNB2" 1884496.4 0 0 1884496.4
"CHRNB3" 752924.4 0 0 752924.4
"CHRNB4" 830470.2 0 0 830470.2
"CHRND" 970728.4 0 0 970728.4
"CHRNE" 798187.4 0 0 798187.4
"CHRNG" 1288444.8 0 0 1288444.8
"CHROMR" 1812649.8 0 0 1812649.8
"CHST1" 1255544.2 0.81904888 12.027 1255556.227
"CHST10" 920094.8 0.814402781 12.027 920106.827
"CHST11" 1841579.8 0.475072321 12.027 1841591.827
"CHST12" 5141475 0.796945932 24.054 5141499.054
"CHST13" 616208.4 0 0 616208.4
"CHST14" 698775 0.802824715 12.027 698787.027
"CHST15" 1542629 0 0 1542629
"CHST2" 1335305.4 0.67310538 12.027 1335317.427
"CHST3" 2233334.8 0.745179375 60.135 2233394.935
"CHST4" 772749.4 0.703688505 0 772749.4
"CHST5" 1140850.8 0 0 1140850.8
"CHST6" 2691397 0.797865976 60.135 2691457.135
"CHST7" 772798.2 0 0 772798.2
"CHST8" 798717.8 0 0 798717.8
"CHST9" 3638775.8 0 0 3638775.8
"CHSY1" 1500004.4 0.754408574 12.027 1500016.427
