"Gene" "Length" "MW" "Scof_St" "Scof_Unst" "Cromo"
"DOC1" 753 241838.6 1.41184181209547e-09 8.78927482900818e-10 "VII"
"DOG1" 741 238250.2 1.0459648253355e-09 3.76050432534673e-10 "VIII"
"DOG2" 741 238193.2 6.10357537812236e-10 1.97558570010746e-10 "VIII"
"DOM34" 1161 372380.2 7.79724222866154e-10 3.56645315156015e-10 "XIV"
"DON1" 1098 350384.6 1.27313374400235e-09 5.4253562115655e-10 "IV"
"DOP1" 5097 1630088.4 1.47821558102897e-09 8.45416108154273e-10 "IV"
"DOS2" 933 296994.6 9.30295486855917e-10 3.36100523910077e-10 "IV"
"DOT1" 1749 560546.8 1.15326999846919e-09 5.53581934787607e-10 "IV"
"DOT5" 648 207606.6 7.9107509603917e-10 2.2932796627074e-10 "IX"
"DOT6" 2013 645957.6 1.15437550934835e-09 5.41310078937032e-10 "V"
"DPB11" 2295 737183 1.35685935102771e-09 7.22592770785211e-10 "X"
"DPB2" 2070 664980 1.18337614963036e-09 5.93940923095898e-10 "XVI"
"DPB3" 606 193547.2 9.92475544111181e-10 2.90203806248779e-10 "II"
"DPB4" 591 192319.2 6.73961744888628e-10 2.50873658081032e-10 "IV"
"DPH1" 1278 410117.6 9.00801972759546e-10 3.65595538775721e-10 "IX"
"DPH2" 1605 515743 1.10017161383025e-09 4.22975644990338e-10 "XI"
"DPH5" 903 289860.6 7.56626068573026e-10 2.11558617786518e-10 "XII"
"DPH6" 2058 661180.6 1.21734647503263e-09 4.97674524473548e-10 "XII"
"DPL1" 1770 569100 1.01688894736129e-09 5.97513103877433e-10 "IV"
"DPM1" 804 258091.8 6.59614401196707e-10 2.99800445462036e-10 "XVI"
"DPP1" 870 279562 6.4198750848246e-10 3.72833027613518e-10 "IV"
"DPS1" 1674 536607.8 7.99512327198471e-10 3.14334359675187e-10 "XII"
"DRE2" 1047 335852.4 7.66107161970019e-10 3.96056667669294e-10 "XI"
"DRN1" 1524 488983.8 1.0795236972379e-09 3.44281180763958e-10 "VII"
"DRS1" 2259 721484.8 9.86995347850408e-10 4.3939460107908e-10 "XII"
"DRS2" 4068 1300946.6 1.38603461291134e-09 1.14803425413855e-09 "I"
"DSC2" 969 311972.8 8.22681371414313e-10 3.72470284008746e-10 "XV"
"DSC3" 879 282119.8 8.36848631991682e-10 4.24660880097303e-10 "XV"
"DSD1" 1287 414281.4 1.09396329959938e-09 4.65728398762767e-10 "VII"
"DSE1" 1722 553970.4 1.11020676964869e-09 5.61025000962607e-10 "V"
"DSE2" 978 312504.6 9.5733598942101e-10 5.0763568036902e-10 "VIII"
"DSE3" 1293 414447.6 1.07382833356918e-09 4.74091052812953e-10 "XV"
"DSE4" 3354 1072587.8 1.05739179411626e-09 1.03344368633519e-09 "XIV"
"DSF1" 1509 485355.8 1.22961057698049e-09 6.49395971247567e-10 "V"
"DSF2" 2211 707375.2 1.29510190537643e-09 6.81396782340978e-10 "II"
"DSK2" 1122 360730.4 6.31913385212523e-10 2.41251417337026e-10 "XIII"
"DSL1" 2265 726549 1.26762211654849e-09 5.64279465650205e-10 "XIV"
"DSN1" 1731 553085.2 1.12845830591367e-09 4.72837328024781e-10 "IX"
"DSS1" 2910 935367 1.36808797125133e-09 7.1023764741324e-10 "XIII"
"DSS4" 432 139950.4 1.0849520475745e-09 2.77823290454546e-10 "XVI"
"DST1" 930 296938 9.50553961081757e-10 4.12231135092364e-10 "VII"
"DTD1" 453 169749.8 7.90446058399723e-10 1.89894980290872e-10 "IV"
"DTR1" 1719 552855.8 1.22616287891862e-09 5.41617501187417e-10 "II"
"DUF1" 3351 1078225.2 1.42634001069713e-09 8.34676772677416e-10 "XV"
"DUG1" 1446 464672.2 7.69250359628236e-10 2.16751565140685e-10 "VI"
"DUG2" 2637 848529.4 1.26666698382269e-09 5.31599515719975e-10 "II"
"DUG3" 1074 344745.8 9.94358997596263e-10 3.37206199453282e-10 "XIV"
"DUN1" 1542 494290.4 1.00113414983971e-09 4.10431923251474e-10 "IV"
"DUO1" 744 237826.8 7.33124155418638e-10 2.97537710657958e-10 "VII"
"DUR3" 2208 708383.6 1.18330702831476e-09 7.35869183798479e-10 "VIII"
"DUS1" 1272 407383.4 9.57721910697992e-10 3.77891960461191e-10 "XIII"
"DUS3" 2007 642183.4 1.16616583998918e-09 5.70331317090726e-10 "XII"
"DUS4" 1104 354327.8 1.13096348316091e-09 4.19133525652739e-10 "XII"
"DUT1" 444 143276.8 5.85204350485022e-10 1.74043125176076e-10 "II"
"DXO1" 1329 427283.8 1.21621013147055e-09 5.10889567757598e-10 "IV"
"DYN1" 12279 3947363.8 1.56746732170093e-09 1.40591060488363e-09 "XI"
"DYN2" 279 147295 6.73200277657295e-10 1.7798277942513e-10 "IV"
"DYN3" 939 301160.8 1.26134746745412e-09 4.46287996838403e-10 "XIII"
"DYS1" 1164 374497.8 8.58756419534229e-10 2.4658058989196e-10 "VIII"
"EAF1" 2949 950308.8 1.42685261200105e-09 8.16655738495751e-10 "IV"
"EAF3" 1206 385946.2 1.03275952256051e-09 4.28004401727915e-10 "XVI"
"EAF5" 840 268219 1.00606166457346e-09 4.12241113263693e-10 "V"
"EAF6" 342 110472.4 1.08108261416353e-09 3.03165437133065e-10 "X"
"EAF7" 1278 407199.6 1.22037769030138e-09 3.63317786699176e-10 "XIV"
"EAP1" 1899 606191.8 8.69255557627916e-10 4.3217251295248e-10 "XI"
"EAR1" 1653 530751.6 1.32840863744221e-09 7.97164729044889e-10 "XIII"
"EBP2" 1284 409757.8 7.05905385225746e-10 2.47697475252247e-10 "XI"
"EBS1" 2655 854162 1.35108124785524e-09 7.85340660375801e-10 "IV"
"ECI1" 843 270537.6 8.90234139190189e-10 3.26651416157739e-10 "XII"
"ECL1" 636 206257.2 1.08858817089302e-09 4.31215975487978e-10 "VII"
"ECM1" 639 204054.8 7.91527246432662e-10 2.87723557767449e-10 "I"
"ECM10" 1935 621160 1.42248172789245e-09 7.73057148837645e-10 "V"
"ECM11" 909 289765.8 1.36947922997167e-09 6.67955290144022e-10 "IV"
"ECM12" 456 144970.2 1.66666666666667e-09 7.11825622669181e-10 "VIII"
"ECM13" 774 248145.8 1.06274509961977e-09 6.52531814677478e-10 "II"
"ECM14" 1293 415672.6 5.5738664845537e-10 4.03658701919159e-10 "VIII"
"ECM15" 315 101691 7.28791077363873e-10 1.92294619955833e-10 "II"
"ECM16" 3804 1228299.8 1.3198704730256e-09 6.03018697369839e-10 "XIII"
"ECM18" 1362 437690.4 1.32960231265019e-09 7.69380782517594e-10 "IV"
"ECM19" 339 109512.8 8.14276004907448e-10 2.17719879208626e-10 "XII"
"ECM2" 1095 351036 1.35796340780562e-09 7.07580612609436e-10 "II"
"ECM21" 3354 1080889.8 1.39643034834036e-09 8.35313470848675e-10 "II"
"ECM22" 2445 784745 1.32412246321997e-09 6.47629152630824e-10 "XII"
"ECM23" 564 180909.8 1.66666666666667e-09 NA "XVI"
"ECM25" 1800 578868 1.25527379144592e-09 4.16443168556167e-10 "X"
"ECM27" 2178 699823.6 1.44454276555563e-09 1.15695895193601e-09 "X"
"ECM29" 5607 1806399.4 1.36221827787786e-09 8.17564038873675e-10 "VIII"
"ECM3" 1842 592466.4 1.09326836052406e-09 6.24568833468376e-10 "XV"
"ECM30" 3825 1221337 1.42862651819064e-09 7.61641848652278e-10 "XII"
"ECM31" 939 302043.8 1.01461085035896e-09 3.13546706864865e-10 "II"
"ECM32" 3366 1086638.2 1.29655907170451e-09 7.25847390707664e-10 "V"
"ECM33" 1290 517862 8.3809279154117e-10 3.30683891650796e-10 "II"
"ECM34" 513 165598.6 1.66666666666667e-09 4.76522080434299e-10 "VIII"
"ECM38" 1983 636872.6 9.74367908339163e-10 7.47506665006862e-10 "XII"
"ECM4" 1113 356850.6 1.11087628349902e-09 3.79773414813778e-10 "XI"
"ECM5" 4236 1352520.2 1.46468777372649e-09 9.5343627822952e-10 "XIII"
"ECM7" 1347 433158.4 1.15410685971239e-09 6.5526054630157e-10 "XII"
"ECM8" 1065 342144 1.36003630005927e-09 2.48970920629598e-10 "II"
"ECM9" 1134 399599.6 1.20695392440573e-09 4.40276397841887e-10 "XI"
"ECO1" 846 270444.2 8.19208048257255e-10 3.39437294971423e-10 "VI"
"ECT1" 972 311932.4 1.11586263091213e-09 3.53894216572634e-10 "VII"
"EDC1" 528 171916.6 6.56503028468058e-10 2.68691477418613e-10 "VII"
"EDC2" 438 142124.6 7.72027798571127e-10 3.56970120434716e-10 "V"
"EDC3" 1656 530760.2 1.09009335226905e-09 5.05451872013907e-10 "V"
"EDE1" 4146 1322849.2 9.54229100888264e-10 6.96464848525132e-10 "II"
"EDS1" 2760 886444 1.38171152661872e-09 4.72410815321092e-10 "II"
"EEB1" 1371 440933.2 1.18944456150604e-09 3.07686637076758e-10 "XVI"
"EFB1" 621 317882.4 6.5427738577295e-10 2.17411466527571e-10 "I"
"EFG1" 702 230026.4 7.48257653684063e-10 2.8279529504892e-10 "VII"
"EFM1" 1758 566624.6 1.09455777176278e-09 4.35655190066698e-10 "VIII"
"EFM2" 1260 403936 1.11236573004339e-09 4.71421205859975e-10 "II"
"EFM3" 1020 326389 1.30038438136172e-09 6.73460568930429e-10 "X"
"EFM4" 774 247641.8 7.5277824065823e-10 2.05312138232259e-10 "IX"
"EFM5" 747 290366.4 7.16757715634315e-10 2.07511605565986e-10 "VII"
"EFM6" 741 237888.2 1.09198763996807e-09 4.28405003303296e-10 "XIV"
"EFR3" 2349 755995.8 1.20550854758679e-09 6.88144361907903e-10 "XIII"
"EFT1" 2529 813589.8 1.01138348796303e-09 3.51802392969803e-10 "XV"
"EFT2" 2529 813480.8 9.96926149353066e-10 3.38797248886925e-10 "IV"
"EGD1" 474 151894.8 5.17601117499989e-10 2.29082182540962e-10 "XVI"
"EGD2" 525 168087 6.35764803569447e-10 2.57126880057972e-10 "VIII"
"EGH1" 2295 737829 1.22690457308809e-09 5.16748999625171e-10 "IX"
"EGO2" 228 73232.6 7.58880092758484e-10 2.09679027433867e-10 "III"
"EGO4" 297 95836.4 5.73562696420807e-10 1.77698588064299e-10 "XIV"
"EGT2" 3126 1003685.2 1.08695795616316e-09 9.83049254299103e-10 "XIV"
"EHD3" 1503 482555.6 1.20587864473409e-09 4.15118608660963e-10 "IV"
"EHT1" 1356 436395.2 8.77103231289317e-10 2.72071608273259e-10 "II"
"EIS1" 2532 807887.4 1.24352215970383e-09 5.93816633774861e-10 "XIII"
"EKI1" 1605 515777 1.15442891999809e-09 4.65229095572005e-10 "IV"
"ELA1" 1140 363917 1.25755598157929e-09 5.82773769166841e-10 "XIV"
"ELC1" 300 96184 9.76622971207351e-10 2.46828402693615e-10 "XVI"
"ELF1" 438 142699.6 9.02888138715788e-10 2.36265806675657e-10 "XI"
"ELG1" 2376 762669.2 1.35458607912837e-09 7.98491452710234e-10 "XV"
"ELM1" 1923 616971.6 1.32936159672688e-09 6.17857567753605e-10 "XI"
"ELO1" 933 298282.6 4.95791063380101e-10 2.16892170404706e-10 "X"
"ELP2" 2367 760386.4 1.19990234322329e-09 4.53815215748426e-10 "VII"
"ELP3" 1674 537714.8 1.00822966460073e-09 3.71973974149858e-10 "XVI"
"ELP4" 1371 439607.2 1.02296209515679e-09 3.94461468814909e-10 "XVI"
"ELP6" 822 263827.4 9.33367412857038e-10 2.80929829792974e-10 "XIII"
"EMC1" 2283 735125.6 8.08484926605938e-10 7.95556723980079e-10 "III"
"EMC10" 618 200717.6 7.11652275988987e-10 2.84905184075274e-10 "IV"
"EMC2" 879 282128.8 8.08379288831337e-10 3.16619529761359e-10 "X"
"EMC4" 573 186111.6 5.83380085233787e-10 2.34382318838111e-10 "VII"
"EMC6" 327 105535.4 8.05716619526032e-10 1.99044899041495e-10 "XII"
"EMG1" 759 244212.8 7.84428919429835e-10 2.59869444044006e-10 "XII"
"EMI1" 564 183310.8 8.33912959547279e-10 2.39769418862437e-10 "IV"
"EMI2" 1503 483043.6 9.09704343718044e-10 2.68474010470342e-10 "IV"
"EMP24" 612 196988.4 6.82089007973742e-10 2.73440604227481e-10 "VII"
"EMP46" 1335 426786 8.95701194068783e-10 5.32237146883784e-10 "XII"
"EMP47" 1338 429630.6 5.66201839523468e-10 3.94038810708071e-10 "VI"
"EMP65" 1671 537248.2 1.23053850869213e-09 6.55590173692897e-10 "V"
"EMP70" 2004 643098.8 7.57283186508101e-10 4.60103558639757e-10 "XII"
"EMW1" 2715 872432 1.30285628888056e-09 5.47535985247603e-10 "XIV"
"ENA1" 3276 1053099.2 1.29651720850868e-09 9.79772106203395e-10 "IV"
"ENA2" 3276 1052971.2 1.1760919939688e-09 1.00085910288968e-09 "IV"
"ENA5" 3276 1053114.2 1.30479440900323e-09 1.06095824234362e-09 "IV"
"ENB1" 1821 583812.2 1.24561978121578e-09 5.88134698137145e-10 "XV"
"END3" 1050 336361 7.69698801994092e-10 3.6520783252998e-10 "XIV"
"ENO1" 1314 421830.8 6.11636927255498e-10 2.35027349695122e-10 "VII"
"ENO2" 1314 422115.8 5.35715985895042e-10 1.92358752209723e-10 "VIII"
"ENP1" 1452 465172.4 8.71001167159606e-10 3.26923233787986e-10 "II"
"ENP2" 2124 679010.8 1.14513049464422e-09 4.04383158076731e-10 "VII"
"ENT1" 1365 435424 8.91457999528091e-10 4.0319039818449e-10 "IV"
"ENT2" 1842 589397.4 1.08486074002062e-09 5.3124419073634e-10 "XII"
"ENT3" 1227 393181.4 7.69919960308169e-10 3.24789733828126e-10 "X"
"ENT4" 744 238395.8 1.40139836792564e-09 8.79192170436474e-10 "XII"
"ENT5" 1236 394843.2 9.02637489998485e-10 4.28471382667591e-10 "IV"
"ENV10" 546 176595.2 9.83405321079748e-10 4.09887179640145e-10 "XII"
"ENV11" 2583 831933.6 1.32631060678074e-09 6.40711697440608e-10 "VII"
"ENV7" 1095 352765 1.18544637576715e-09 4.46959035793792e-10 "XVI"
"ENV9" 993 319151.6 1.10270727582801e-09 3.67104661743613e-10 "XV"
"EOS1" 1101 354369.2 1.16531074190403e-09 4.41594715766961e-10 "XIV"
"EPL1" 2499 799855.8 1.37110270374924e-09 7.06678378718699e-10 "VI"
"EPO1" 2832 913659.4 1.19488154929303e-09 8.09805355127369e-10 "XIII"
"EPS1" 2106 675860.2 9.36647717733025e-10 9.16573857368284e-10 "IX"
"EPT1" 1176 406786.4 7.39007370679839e-10 3.83770795745167e-10 "VIII"
"ERB1" 2424 777232.8 1.04829910426238e-09 4.77913263610586e-10 "XIII"
"ERC1" 1746 560989.2 1.08994851460643e-09 6.45531057307343e-10 "VIII"
"ERD1" 1089 350531.8 9.89910656248507e-10 5.08584866391496e-10 "IV"
"ERD2" 660 243610.4 6.06124833649942e-10 2.19800728662109e-10 "II"
"ERF2" 1080 347987 1.25672647212011e-09 4.98919859173274e-10 "XII"
"ERG1" 1491 478621.2 8.31591372941562e-10 2.67135131975059e-10 "VII"
"ERG10" 1197 384272.4 8.0361491067473e-10 2.29450495450934e-10 "XVI"
"ERG11" 1593 512991.6 8.43869975894795e-10 4.97926499509164e-10 "VIII"
"ERG12" 1332 429206.4 9.57811483052271e-10 3.19340374013595e-10 "XIII"
"ERG13" 1476 475106.2 8.33198955933107e-10 2.6189773495957e-10 "XIII"
"ERG2" 669 215320.8 6.39312630174407e-10 2.37161782100012e-10 "XIII"
"ERG20" 1059 339980.8 7.15320617815639e-10 2.83701616617091e-10 "X"
"ERG24" 1317 422545.4 6.76026573041534e-10 4.16397147325982e-10 "XIV"
"ERG25" 930 298527 6.07936677669562e-10 3.47675103949958e-10 "VII"
"ERG26" 1050 337789 7.18107880841612e-10 2.12972131064046e-10 "VII"
"ERG27" 1044 335851.8 8.33311287824416e-10 2.55326329145117e-10 "XII"
"ERG28" 447 143019.4 5.70083713673043e-10 2.09903273885889e-10 "V"
"ERG29" 714 231762.8 8.18297147644271e-10 3.51699735995655e-10 "XIII"
"ERG3" 1098 352561.6 6.74515564396411e-10 3.82015484334757e-10 "XII"
"ERG4" 1422 455670.4 5.79977982445806e-10 4.00834738497456e-10 "VII"
"ERG5" 1617 520761.4 8.04948489636297e-10 5.54965175761694e-10 "XIII"
"ERG6" 1152 369407.4 9.64239877496396e-10 2.5488844826725e-10 "XIII"
"ERG7" 2196 706582.2 1.22689291293108e-09 4.41813560083205e-10 "VIII"
"ERG8" 1356 435661.2 1.07462580902925e-09 3.19559342097866e-10 "XIII"
"ERG9" 1335 430179 8.5477833494351e-10 2.78723266311953e-10 "VIII"
"ERI1" 207 66363.4 1.10882731961007e-09 1.95168396242845e-10 "XVI"
"ERJ5" 888 284920.6 6.49120768196914e-10 3.37497923321515e-10 "VI"
"ERO1" 1692 543953.4 7.40719215392724e-10 5.9775981687833e-10 "XIII"
"ERP1" 660 212169 5.67497505221172e-10 2.2428792927225e-10 "I"
"ERP2" 648 208872.6 6.97113230278677e-10 3.0673264320306e-10 "I"
"ERP3" 678 217730.6 8.10128091826533e-10 3.3833713806126e-10 "IV"
"ERP4" 624 201169.8 7.83446420435704e-10 2.80679679910023e-10 "XV"
"ERP5" 639 205066.8 1.04129887941186e-09 3.79146000327249e-10 "VIII"
"ERP6" 651 209464.2 1.00080233708247e-09 3.79452564428878e-10 "VII"
"ERR1" 1314 421846.8 1.28264322584539e-09 9.26011931142021e-10 "XV"
"ERR2" 1314 421846.8 1.28264322584539e-09 9.26011931142021e-10 "XVI"
"ERR3" 1314 421830.8 1.30546203685779e-09 6.59782757693653e-10 "XIII"
"ERS1" 783 251151.6 7.95605857174501e-10 2.36954821036749e-10 "III"
"ERT1" 1590 508781 1.30299655341192e-09 5.7231390886591e-10 "II"
"ERV1" 570 208973.6 7.89293512654593e-10 2.01060799452005e-10 "VII"
"ERV14" 417 133189.4 6.91316847104101e-10 2.16293177735251e-10 "VII"
"ERV15" 429 137114.8 9.4208048101269e-10 2.51942407804686e-10 "II"
"ERV2" 591 190188.2 8.92616915938467e-10 2.7700127583071e-10 "XVI"
"ERV25" 636 204291.2 7.60254467356841e-10 2.84942275709619e-10 "XIII"
"ERV29" 933 299479.6 5.36460692466044e-10 2.7751030754084e-10 "VII"
"ERV41" 1059 370659.4 7.85846084181136e-10 4.0674824934158e-10 "XIII"
"ERV46" 1248 401153.6 7.97796815967497e-10 5.32460377240925e-10 "I"
"ESA1" 1338 428847.6 1.15131678018836e-09 4.58053097342618e-10 "XV"
"ESBP6" 2022 649589.4 1.18140107396752e-09 7.06243382537734e-10 "XIV"
"ESC1" 4977 1622627.4 1.43105320293725e-09 7.71255756683799e-10 "XIII"
"ESC2" 1371 438156.2 1.31148925233665e-09 7.43140498477325e-10 "IV"
"ESC8" 2145 687308 1.19219231721972e-09 5.35488953950408e-10 "XV"
"ESF1" 1887 601090.4 9.07435369347833e-10 3.93366164306454e-10 "IV"
"ESF2" 951 303622.2 6.9632282467476e-10 3.00191073354202e-10 "XIV"
"ESL1" 3357 1078664.4 1.46202184496858e-09 9.89474628192462e-10 "IX"
"ESL2" 3588 1153795.6 1.41942559719303e-09 7.88279384451026e-10 "XI"
"ESP1" 4893 1564306.6 1.47914093911693e-09 1.00368574291071e-09 "VII"
"ESS1" 513 165862.6 1.02398686877897e-09 2.71638001437482e-10 "X"
"EST1" 2100 675861 1.3658516969091e-09 8.06402519117049e-10 "XII"
"EST2" 2655 855120 1.39678780469604e-09 8.41556989452453e-10 "XII"
"EST3" 546 177076.4 1.10138803264244e-09 2.62553572405094e-10 "IX"
"ETP1" 1758 562359.6 1.26405821257957e-09 6.4501921643635e-10 "VIII"
"ETR1" 1143 367292.6 9.09098012325306e-10 2.87720597010195e-10 "II"
"ETT1" 1239 396349.8 8.69320896502828e-10 3.43391671208998e-10 "XV"
"EUG1" 1554 500469.8 5.88186746158822e-10 5.30523356962093e-10 "IV"
"EXG1" 1347 433367.4 6.96904834129285e-10 5.02251185303168e-10 "XII"
"EXG2" 1689 543325.8 1.06934120653574e-09 7.46448076144316e-10 "IV"
"EXO1" 2109 675399.8 1.36968557446466e-09 8.04496375860573e-10 "XV"
"EXO5" 1758 565387.6 1.39449497251824e-09 6.8148025123521e-10 "II"
"EXO70" 1872 600675.4 1.26461559414824e-09 6.12510085113146e-10 "X"
"EXO84" 2262 725212.4 1.19053180667511e-09 6.2400641450891e-10 "II"
"FAA1" 2103 676105.6 1.01888481052827e-09 3.37943853133624e-10 "XV"
"FAA2" 2235 719830 1.33016996884055e-09 6.76467164273621e-10 "V"
"FAA3" 2085 670153 1.29815386036529e-09 6.64244321019253e-10 "IX"
"FAA4" 2085 669135 1.1256638874086e-09 4.7808511426979e-10 "XIII"
"FAB1" 6837 2193213.4 1.51199344902446e-09 1.15941729576057e-09 "VI"
"FAD1" 921 296172.2 1.0180022762475e-09 3.87537024608395e-10 "IV"
"FAF1" 1041 332381.2 8.51020265306562e-10 3.7145472363611e-10 "IX"
"FAL1" 1200 384603 9.73722812170441e-10 4.18347541570836e-10 "IV"
"FAP1" 2898 929434.6 1.32376061596019e-09 7.89882522497977e-10 "XIV"
"FAP7" 594 192714.8 8.03303937753627e-10 2.477363427787e-10 "IV"
"FAR1" 2493 799841.6 1.29730920257745e-09 6.8715004084382e-10 "X"
"FAR10" 1437 459310.4 1.19812196132519e-09 5.01478588312467e-10 "XII"
"FAR11" 2862 919438.4 1.3659252269291e-09 7.13211980457539e-10 "XIV"
"FAR3" 615 196674 1.04022836753087e-09 4.04173600933844e-10 "XIII"
"FAR7" 666 212951.2 9.0080268683425e-10 3.18509283711876e-10 "VI"
"FAR8" 1572 504080.4 9.91519492265956e-10 4.49517775819806e-10 "XIII"
"FAS1" 6156 1984031.2 1.33517011057008e-09 6.72596393317269e-10 "XI"
"FAS2" 5664 1821412.8 1.39204759776378e-09 6.00250625261226e-10 "XVI"
"FAT1" 2010 647620 9.63752424173577e-10 6.97221850054535e-10 "II"
"FAT3" 2253 724015.6 1.40460633911018e-09 7.4560245177023e-10 "XI"
"FAU1" 636 204628.2 9.22500613462637e-10 2.52444295693419e-10 "V"
"FBA1" 1080 347038 5.99419187815033e-10 2.56298311008277e-10 "XI"
"FBP1" 1047 336882.4 9.67088951122965e-10 5.41614857097405e-10 "XII"
"FBP26" 1359 435607.8 1.07634324566079e-09 4.53095835829587e-10 "X"
"FCF1" 570 182446 6.66495607969136e-10 2.77017803650726e-10 "IV"
"FCF2" 654 213649.8 7.59998843005153e-10 3.33498460836311e-10 "XII"
"FCP1" 2199 703407.8 1.30580090749503e-09 6.20412313298504e-10 "XIII"
"FCY1" 477 154445.4 8.47418849798214e-10 3.2130128863485e-10 "XVI"
"FCY2" 1602 512475.4 7.05870482688919e-10 4.38929748708105e-10 "V"
"FCY21" 1587 507665.4 1.05438809112296e-09 5.06865106726568e-10 "V"
"FCY22" 1593 509026.6 1.18602740845115e-09 5.74007871620016e-10 "V"
"FDC1" 1512 486346.4 9.94674222263824e-10 4.46322288288318e-10 "IV"
"FDH1" 1131 362206.2 9.68145383145961e-10 1.63408574037834e-10 "XV"
"FDH2" 711 227652.2 8.33333333333333e-10 1.08333333333333e-09 "XVI"
"FDO1" 1029 328733.8 9.50754121476684e-10 4.28020774453457e-10 "XIII"
"FEN2" 1539 493209.8 1.0973275730608e-09 5.77674000121088e-10 "III"
"FES1" 873 280200.6 9.45306201341506e-10 3.67019664956338e-10 "II"
"FET3" 1911 614561.2 9.10624815025387e-10 8.90777953294884e-10 "XIII"
"FET4" 1659 533046.8 1.11207339913929e-09 7.7407629807391e-10 "XIII"
"FET5" 1869 601386.8 7.49943107351424e-10 6.45565388495103e-10 "VI"
"FEX1" 1128 361878.6 1.17035642677455e-09 4.37275801583377e-10 "XV"
"FEX2" 1128 361877.6 1.11919633752302e-09 4.37827750632825e-10 "XVI"
"FHL1" 2811 907684.2 1.30962151751996e-09 8.16460675464581e-10 "XVI"
"FHN1" 525 170143 7.76585658263181e-10 3.17677148088561e-10 "VII"
"FIG1" 897 288880.4 9.64875929334121e-10 5.42048930222142e-10 "II"
"FIG2" 4830 1563317 1.43568759398031e-09 1.00178054746504e-09 "III"
"FIG4" 2640 848897 1.33117689453832e-09 6.31257717932165e-10 "XIV"
"FIN1" 876 279548.2 1.15064450517692e-09 5.55317853332172e-10 "IV"
"FIP1" 984 314721.8 9.0043699659604e-10 4.01814316267516e-10 "X"
"FIR1" 2631 841795.2 1.35936311778768e-09 8.11220836677296e-10 "V"
"FIS1" 468 150608.6 7.98901555454673e-10 2.30388975616122e-10 "IX"
"FIT1" 1587 509935.4 1.49910710849703e-09 5.8016467168409e-10 "IV"
"FIT2" 462 149425.4 7.8137168119896e-10 2.21348182695238e-10 "XV"
"FIT3" 615 198039 1.32369320105122e-09 3.55080621890549e-10 "XV"
"FKH1" 1455 466502 1.01319515694598e-09 3.54415814425022e-10 "IX"
"FKH2" 2589 826433.8 1.27606341724041e-09 6.80685439468458e-10 "XIV"
"FKS1" 5631 1808946.2 1.28423319546599e-09 1.02783336883379e-09 "XII"
"FKS3" 5358 1723621.6 1.48886495141741e-09 1.1509114255963e-09 "XIII"
"FLC1" 2382 765994.4 1.17479245012442e-09 9.36568025515122e-10 "XVI"
"FLC2" 2352 755254.4 8.47093813024717e-10 6.57888415949916e-10 "I"
"FLC3" 2409 775857.8 1.09961574271706e-09 8.76672564613353e-10 "VII"
"FLO1" 4614 1491402.8 1.51565773539576e-09 1.24196580329691e-09 "I"
"FLO10" 3510 1126440 1.48432428448539e-09 1.15798165922691e-09 "XI"
"FLO5" 3228 1035506.6 1.51172669131775e-09 1.12690187111488e-09 "VIII"
"FLO9" 3969 1283633.8 1.47453870189834e-09 1.04496777556559e-09 "I"
"FLR1" 1647 527269.4 1.4459880986083e-09 6.66227956728994e-10 "II"
"FLX1" 936 301279.2 1.19360784688403e-09 4.14341870938371e-10 "IX"
"FMC1" 468 149029.6 7.65537033232907e-10 2.73572090901193e-10 "IX"
"FMN1" 657 211680.4 9.00150939006337e-10 2.3318027649313e-10 "IV"
"FMO1" 1299 416783.8 1.19568614564171e-09 4.75827979598305e-10 "VIII"
"FMP10" 735 235339 9.47860011195427e-10 2.46759276609767e-10 "V"
"FMP16" 282 91195.4 9.83706649949622e-10 2.51229303009001e-10 "IV"
"FMP23" 528 168746.6 1.00946190134693e-09 3.18466180002016e-10 "II"
"FMP25" 1752 561680.4 1.26351335684743e-09 5.41567603627646e-10 "XII"
"FMP27" 7887 2536488.4 1.58681525470842e-09 1.62704249252626e-09 "XII"
"FMP30" 1407 451923.4 1.27963856352149e-09 5.39449630137265e-10 "XVI"
"FMP32" 624 199631.8 1.01759397105993e-09 2.6035907366672e-10 "VI"
"FMP33" 543 174850.6 9.48657559540477e-10 2.83759540627932e-10 "X"
"FMP40" 2067 663064.4 1.24471536035667e-09 5.95789202050009e-10 "XVI"
"FMP41" 780 250621 7.09402319393236e-10 3.36825219484424e-10 "XIV"
"FMP42" 1515 486122 7.23493363511698e-10 4.6454218487941e-10 "XIII"
"FMP45" 930 298907 1.0906870639349e-09 6.51663530127267e-10 "IV"
"FMP46" 402 128867.4 9.53996897160534e-10 2.29080479651844e-10 "XI"
"FMP48" 1110 357237 1.22185593948431e-09 4.83490653035253e-10 "VII"
"FMP49" 381 122998.2 1.54075880870819e-09 1.24805344881445e-09 "V"
"FMP52" 696 223572.2 9.37602015593917e-10 2.62949040572737e-10 "V"
"FMS1" 1527 490574.4 1.23679309116504e-09 5.32363973085615e-10 "XIII"
"FMT1" 1206 387256.2 1.38300563081982e-09 9.15030214335179e-10 "II"
"FOB1" 1701 544976.2 1.18303081714633e-09 5.2064861951911e-10 "IV"
"FOL1" 2475 795851 1.2958930469304e-09 5.53687050344913e-10 "XIV"
"FOL2" 732 234707.4 9.52107808830811e-10 3.43023560622067e-10 "VII"
