"Weight" "Gene"
726996.6 "NUDT13"
871207.2 "C11orf65"
4174803.8 "TRIM44"
258967 "CCDC182"
666788.8 "ILK"
1732687.4 "TAF10"
1486088.8 "TPP1"
3448921.6 "DCHS1"
2152295.2 "NETO1"
778215.6 "MSS51"
1893470.6 "CYB5A"
2202140.8 "USP54"
2208540.2 "RAG1"
2082488.8 "POTED"
1156047.6 "IFTAP"
590707 "WDR88"
303985.8 "OR10A5"
296020.4 "OR2D2"
2365825.6 "ATP9B"
1150590.6 "PPFIBP2"
1029880.8 "MOGAT2"
2393437.6 "CYB5R2"
704220 "SERPINB7"
2147001 "GARRE1"
1085544.4 "SERPINB8"
2074352 "TUB"
1861123.6 "RIC3"
416033.8 "LMO1"
295123 "OR5P1P"
1311002.6 "IDH3A"
2408490.4 "WDR72"
237512.6 "CRABP1"
707489 "PLD4"
1850772.8 "ZMAT1"
1825820.2 "XRRA1"
1825820.2 "XRRA1"
3429885 "TRIM66"
2519678.4 "RNF169"
1458768 "RPL27A"
1463313 "DENND2B"
2705024.4 "CDYL2"
1251542.2 "TMEM130"
3890314.4 "PRTG"
1261271.6 "CENPN"
458711.2 "AKIP1"
1715450.6 "ATMIN"
598305.4 "C16orf46"
1231576.6 "TMEM41B"
2375566.8 "PKD1L2"
702679 "LEO1"
933785 "ZNF143"
1519095.4 "TMX3"
619620.4 "MFAP4"
1661180.4 "WEE1"
1455796.6 "MAPK7"
312391.2 "FAM86GP"
2576582 "PRKCB"
4026064.6 "HDGFL3"
1205992.6 "NDST2"
994781.8 "MCM7"
619248.8 "CLEC3A"
1312180 "CCDC68"
671860.2 "CLEC4E"
1117643.6 "ZNF3"
633091.6 "CLEC4D"
648424.8 "ZSCAN21"
74355.8 "HSBP1P2"
1872676 "RIMKLB"
1649998.4 "A2ML1"
1180311.6 "BEAN1"
1550012.8 "TK2"
5326550 "TMED3"
536204.4 "SLC38A8"
659494.8 "SEC11C"
632801.2 "CPLX4"
3449885.8 "GALR1"
2873026 "TMEM135"
605365.4 "IQCD"
1258273.4 "NDEL1"
570258 "CENPV"
1141049.8 "CDH16"
478269.2 "RRAD"
232063.6 "CIAO2B"
730645.2 "CFAP52"
2124426.8 "HSP90B1"
549464.8 "MC4R"
1311707.6 "BLCAP"
1198895.6 "SERPINB12"
1095642.2 "CHRFAM7A"
1201126.2 "ATF7IP2"
565431.8 "MMP10"
1180905.4 "TVP23A"
295036.6 "BEX3"
754084 "TMPRSS5"
1301644.2 "COG1"
1783449 "PLEKHA7"
298992.4 "OR5M13P"
1360822 "ZNF606"
948743 "ZCCHC18"
747084.8 "B2M"
2629015.4 "ZNF592"
1276648.8 "GOLM2"
748464.2 "HTR3A"
647602.4 "NNMT"
670799.2 "ACSM1"
2118252.4 "AP1G1"
3396754 "SLFN5"
1488310.4 "CATSPER2"
1711971.6 "STRCP1"
1791757.6 "ZNF667-AS1"
679713.2 "BMERB1"
2482917 "MARF1"
118116 "SAA3P"
506644.6 "SAAL1"
1285757 "YPEL4"
1311440.8 "PPIB"
654892 "LDHC"
495394.2 "CIAO2A"
820214 "LDHAL6A"
1989083.8 "FAM111A"
686609.4 "PCLAF"
1511830.2 "KIF7"
666618.4 "LDHD"
937641.2 "PLIN1"
871562.6 "PEX11A"
1609835.6 "TMEM170A"
352709.8 "MESP1"
1235069.6 "ANPEP"
1118723.4 "SCNN1G"
645137.4 "RBPMS2"
3694658.2 "NAV2"
1080845.2 "ANKDD1A"
733149.2 "GLYATL1"
1826240.6 "C18orf54"
3520544.8 "DCTN5"
688367.2 "TERF2IP"
1333942 "PLK1"
1509389 "CLPX"
1093806.2 "GPR182"
2012694.6 "ZBTB39"
1815676.4 "CACNG2"
396513.4 "TAC3"
1181057.6 "MYO1A"
633838.4 "CHP2"
1799759.4 "NEMP1"
302400 "OR4D6"
804251.2 "NAB2"
1553869.4 "VPS39"
1294743.6 "STAT6"
1321813.8 "PATL1"
1009026.8 "ATP23"
2698523 "ELFN2"
1978288.8 "STX3"
349381.6 "MRPL16"
1018640.2 "PIP4K2C"
1822748.8 "MTMR10"
1882373.4 "YWHAB"
340444.4 "MIR202HG"
280818 "C15orf48"
397762 "SCG5"
4684275 "GREM1"
1158181.8 "NYAP1"
746046.6 "TSC22D4"
380521.4 "MS4A6E"
947278.2 "MS4A7"
1091042.2 "MS4A14"
236096.8 "MS4A5"
1218615 "DIS3L"
1126353 "CCNDBP1"
785107.8 "EPB42"
742667.8 "TGM6"
2077409.8 "SMAD3"
420093.2 "MS4A8"
1103290 "CCDC178"
677462 "MS4A15"
3403868.6 "MAP1A"
1018806.4 "RCCD1"
765327.8 "AKTIP"
1384891.6 "MAPRE2"
801171.4 "EVA1C"
538128.2 "TCP10L2"
1157572.4 "MARS1"
1343738.4 "MBD6"
478152.6 "CNPY4"
1193148.2 "PDIA3"
1409169.6 "NUDT21"
947629.8 "NAT16"
414605.2 "TERB2"
1053784.6 "NKX3-1"
2155916.2 "SGSM1"
978809 "DUSP18"
1410669.2 "TEF"
1463520.6 "MEI1"
2778124.4 "B4GALNT2"
931623.4 "PBX3"
319626.6 "GNGT2"
1292550.4 "PHB1"
1560728.6 "SNRPD1"
1657182.8 "TTC16"
402609.4 "SUN5"
1535186.6 "SAMD14"
700191.2 "PIP5KL1"
538136 "BPIFB6"
890724.4 "TMEM92"
1483499.4 "EEIG1"
726518.2 "ACSF2"
2030583.8 "GOLGA2"
1746265.2 "TRUB2"
1003015.4 "COQ4"
1040463.8 "SLC27A4"
887606.6 "ANKRD40CL"
976779 "URM1"
1676041.2 "CERCAM"
696501.8 "DOLPP1"
1109197.4 "CCDC103"
370252 "ENDOG"
409438 "TBC1D21"
421747 "PRRX2"
788960 "UGT1A6"
1449316.4 "C15orf39"
1552192.4 "ISLR2"
969389.2 "SP2"
490367.8 "PRR15L"
849342.4 "COQ7"
1654565.8 "GPRC5B"
1238288 "CRK"
305871.6 "C16orf92"
1805286.6 "GOLGA6C"
3446566.4 "FBXO22"
1972895.2 "TBC1D2B"
1450213.4 "NOD2"
1060352.8 "SNX20"
2333882.6 "LOXHD1"
1594900.8 "KATNAL2"
1038779.8 "HDHD2"
1736586 "ZNF91"
1786912 "IGF2"
1116999.4 "RNF214"
2662466.4 "CDK12"
722237.6 "DPEP2"
639594.4 "DUS2"
348949.2 "POP5"
1491765.2 "ENGASE"
1017671.6 "RBFOX3"
1012886.2 "ATP5MG"
787241.6 "CD3D"
3531713 "TBC1D16"
1170806.4 "TEPSIN"
3083834.6 "MYO5B"
400295.2 "ART5"
938123.2 "ACAA2"
1526089.4 "STIM1"
1019082.2 "RRM1"
892005.4 "OR51E2"
1070487.8 "TRIM68"
466220.2 "MMP26"
439787.2 "OR51B5"
300828 "OR51I1"
348770.2 "OR51Q1"
811680 "FN3K"
961901.4 "PRRT2"
1627478.6 "ZNF23"
3117189.2 "IRGQ"
1916950.4 "ZNF226"
1396279 "ZNF180"
373435.6 "POM121L3P"
1867259.4 "PPP2R3B"
1867259.4 "PPP2R3B"
923467 "ZNF668"
2618805.6 "ZNF646"
345679.4 "VKORC1"
140004 "GNG8"
1082687.2 "LPO"
362162.6 "CA4"
1118624.4 "SMG8"
608026 "LINC00905"
1572525.8 "TPM4"
824597.4 "RAB8A"
383013.8 "GPX4"
1250656.4 "MIDN"
369819.6 "JSRP1"
1644589 "NIBAN3"
1398967.2 "KLHL26"
1857568.2 "GATAD2A"
278829.4 "NOS2P2"
758832.4 "MVD"
858545.8 "CDT1"
999700.4 "TRAPPC2L"
3010396.2 "ANKRD11"
1081317.8 "SPATA33"
1209543.4 "RSKR"
1023230.6 "PROCA1"
768546 "RPL13"
2507234.8 "ZNF641"
396573.6 "LALBA"
1302872.8 "CACNB3"
658140.4 "DHRS13"
792425.6 "TP53I13"
6651484.2 "KMT2D"
1312418.8 "CORO6"
406253.2 "RHEBL1"
844097.6 "TUBA1A"
905728.6 "TUBA1C"
938311.2 "ZNF610"
1542243.8 "ZNF528"
1778664.6 "ZNF701"
486207 "SERTAD3"
1571934.4 "NCKAP5L"
637829.4 "RAB4B"
1341883 "AQP2"
930630.4 "GPD1"
1547815.2 "PROSER3"
838963.4 "CYP2S1"
1515714.4 "AXL"
646340.6 "NFKBID"
774220.6 "TMC4"
1067660.8 "ANKRD33"
1566321 "LAIR1"
1181805.6 "TTYH1"
1861170.8 "LENG8"
288426.2 "CDC42EP5"
214387 "LAIR2"
878438.8 "TMEM145"
1283103.4 "ZNF526"
2282499.4 "TRAPPC9"
598415.2 "KIR3DL1"
1233052.2 "NLRP7"
1218893 "ZNF146"
1827754.8 "ZNF283"
305264.8 "PPP1R14A"
1224998.4 "SPINT2"
167953 "C19orf33"
892237.8 "YIF1B"
746330.6 "DNAAF3"
315623.4 "PSCA"
1602527.2 "ATCAY"
458256.6 "LY6D"
741876.2 "DAPK3"
1018722.6 "EEF2"
408512.4 "TMIGD2"
1090830.2 "CHAF1A"
1483602.6 "UBXN6"
1003902 "HDGFL2"
2102864.4 "PLIN4"
1296640.2 "SEMA6B"
1789134 "ZNF444"
980286 "NXN"
765940.2 "TLCD3A"
880324.4 "GLOD4"
499524.4 "MFSD3"
600509 "GPT"
1178269.2 "KIFC2"
2619436.6 "SLC43A2"
505943 "RILP"
735416.8 "SERPINF2"
2251580.4 "WDR81"
797123.4 "SRR"
1368836 "TSR1"
1908038.4 "TRPV3"
607072.8 "HSD11B1L"
636012.8 "CYB5D2"
852374.8 "GGT6"
592551.8 "C19orf48P"
591376.8 "KLK1"
453905.2 "KLK4"
919306.4 "KLK2"
486072.6 "KLK5"
548759.6 "KLK6"
497612.4 "KLK11"
580950 "KLK13"
1429258.4 "ZNF83"
1251288.8 "KRT80"
792190.2 "KRT1"
457512.6 "ACER1"
801837.6 "OTUB1"
940386 "RCOR2"
604433.4 "ANGPTL4"
555767.8 "CD320"
934597.4 "SPRYD3"
381201.4 "IGFBP6"
666590.6 "SOAT2"
2253157.6 "ZNF558"
379622.6 "CABP2"
817661.6 "NDUFV1"
545295.4 "CDK2AP2"
1595149.8 "C3P1"
471630 "NUDT8"
562580.2 "TBX10"
551987.4 "PRDX2"
1218083.2 "OR8J3"
300951 "OR5I1"
769534.8 "ZNF232"
806308 "MIS12"
489784.8 "CD300C"
575841 "CD300A"
1090465.8 "TEKT1"
1060008.6 "HID1"
288854.8 "MRPL58"
703823.2 "ATP5PD"
279837.8 "TMEM88"
2140110.4 "EVPL"
912080.2 "SRP68"
1467863 "MGAT5B"
1421780.2 "TMC8"
540894.2 "TK1"
827668.6 "TMEM68"
922878.4 "CYP7A1"
1028423.6 "TOX-DT"
686351 "GSDMA"
609722.6 "KRT24"
835920.6 "KRT10-AS1"
852861 "GHDC"
1074238.2 "FAM234A"
739406.2 "SOST"
1438735.4 "ZNF598"
619826.4 "RAB26"
682067.2 "MLST8"
1916198.2 "E4F1"
707989.8 "DNASE1L2"
487950.4 "ECI1"
1885032.8 "CASKIN1"
2124134.4 "ABCA3"
782788.8 "KCTD5"
2904666 "SRRM2"
1759934.6 "ZNF597"
2127615.4 "NLRC3"
381492.2 "SDHAF2"
1585707 "DDB1"
859227.6 "VPS37C"
1135918.2 "VWCE"
800129.2 "RAB3IL1"
1857852.4 "BEST1"
386051.6 "FTH1"
1074522.8 "BSCL2"
498555.2 "POLR2G"
914578.6 "SLC3A2"
976660.4 "PLAAT5"
630332.8 "SPINDOC"
1474253.4 "ATG16L2"
2585664 "C2CD3"
3791755.2 "TRANK1"
1358486.4 "TTC21A"
1152401.6 "RPSA"
970384.2 "ENTPD3"
1570984.6 "CTNNB1"
1379771.8 "ULK4"
551581.6 "FADD"
1556438.6 "LTBP3"
871385.6 "NAALADL1"
505395.6 "SAC3D1"
827266.8 "BATF2"
1138505 "SLC22A11"
1164875.2 "SF1"
2299965.4 "MAP4K2"
656728.2 "MAJIN"
1704086 "CCDC88B"
1219553.4 "SCARA3"
589879.2 "PBK"
1281124.2 "SCARA5"
421031 "PNOC"
452579.8 "COPS6"
1337233 "PAFAH1B2"
1001025.6 "ANKS3"
659854 "NUDT16L1"
928077.6 "KIAA1586"
958584.4 "RAB4A"
1035580.2 "ZNF355P"
880248.6 "OR1F1"
300373.8 "OR2W6P"
180308.8 "DHFRP3"
387219.4 "OR2B2"
666279 "KCNJ4"
2228037.2 "SETD5"
906452.2 "VASN"
2002732.8 "FAM83B"
166669.2 "H3-4"
1228018 "THAP9"
453990.6 "OR2C1"
2114058 "RNF187"
4599762.6 "HOOK3"
2068857.2 "MAPK1IP1L"
635342.2 "DDIT4"
1843527.2 "RBPJ"
1246704 "LMBRD1"
897947.4 "ZCCHC4"
948489.4 "PTGDR"
1569495.2 "TTC39C"
1222154.2 "GLYCTK"
1595029.6 "GNG4"
959744.6 "UBTD2"
820491.6 "POLR2J3"
1352440.6 "NKIRAS2"
1342221.4 "DNAJC7"
701741.6 "KCNV2"
1707292.2 "IRF2BP2"
497540 "PTF1A"
658412.4 "NT5DC2"
745678.2 "FOXI1"
566848.8 "UQCC5"
561943.2 "COA6"
2493509 "KIF5C"
862939.6 "MGAT2"
1136369 "BMI1"
604752.2 "THAP11"
553459.2 "MMADHC"
1429876.8 "PDHB"
973702 "PXK"
254945.4 "H1-4"
1365097.4 "PCMTD1"
776493 "KCTD6"
2445684.4 "MPLKIP"
755848.6 "ACOX2"
1222657.6 "FAM107A"
1447633.2 "IRF2"
1827509 "MOBP"
1042511 "CX3CR1"
480028.8 "PPDPFL"
2083542.2 "XIRP1"
929911.2 "INSM2"
1236279.8 "DEGS2"
2337796 "SCN11A"
875552 "LINC00917"
512227.2 "ARF4"
1188153.2 "SEPTIN2"
1819139 "FILIP1L"
781282.4 "MFSD2A"
351345.8 "DTYMK"
899711.6 "TAP1"
1673996.4 "ING5"
1061760.8 "ATG4B"
2205926 "BDKRB2"
1247839.4 "MLKL"
897582 "CMAHP"
1589352.6 "RFWD3"
2619321.4 "MTNR1A"
1765830.6 "KCNG4"
1344976.2 "RHOH"
1218368 "KLHL30"
944899 "COG7"
1265489.6 "CDC40"
886342.6 "STIP1"
822104 "SCNN1B"
1815477.6 "HR"
898955 "TXNDC2"
1259487.8 "RAB31"
535658.2 "REEP4"
4465142.2 "TNXB"
1425170 "LGI3"
338093.2 "SFTPC"
1399379.2 "BMP1"
1467972.8 "ATXN2L"
995183.8 "PHYHIP"
982161.8 "CCDC110"
1764589.8 "POLR3D"
651816.2 "FEN1"
983555.8 "CAVIN2"
2287958.8 "MTCL1"
689665 "GBX2"
683517.2 "HJV"
145790.6 "SCGB1D1"
495562.6 "HEXIM2"
2350502.4 "FNTA"
900253.4 "SERINC2"
336932.8 "MYL1"
1453994.6 "TRAPPC11"
850446.2 "CHRM1"
1771036 "COL3A1"
1606149.2 "GFRA2"
790550.6 "ING2"
1137951.4 "CDKN2AIP"
1339937.8 "SNRNP48"
409335.6 "TMEM223"
1205588.4 "SLC20A2"
199825.4 "CRYGA"
312285.2 "DYNLRB2"
777013.6 "TMUB2"
1087868.2 "ADAM29"
1626669.8 "STAT3"
888192.8 "ZSWIM1"
2271156.8 "ADAM9"
770594 "ADAM18"
1342414.2 "GDNF"
49816 "SPINT5P"
1798925.4 "MUCL3"
432932 "WFDC13"
1372738 "AXIN2"
175751.8 "NDUFS5"
1713441.8 "VWA3B"
855521.2 "ZNF30"
750559.4 "UGT3A2"
1764303.6 "LRATD2"
2795586 "LDLRAD4"
1581385.6 "KCTD19"
822041.4 "SLC16A4"
1472412.8 "IL7R"
491395 "TMEM208"
5104355 "LRP1B"
249564 "WFDC12"
1388368.6 "AHCYL1"
1998026.6 "DNAJC21"
479888.8 "PKIG"
1467196.2 "NPNT"
223959 "LINC01620"
551221.6 "CA7"
866518.6 "FAM178B"
613050 "TSPY2"
1217738.2 "SEMA4C"
1575619 "CNNM3"
1281668 "GSTM4"
3265942.2 "TET2"
3265942.2 "TET2"
1785257.8 "CXXC4"
934145.6 "TCTN2"
1347076.8 "SHOX2"
1877038.2 "PPIP5K1"
1300993.4 "TSPAN5"
1123612.4 "ABHD15"
1507644 "ZBTB5"
937506.2 "CHTF8"
1372604.6 "ADAL"
2224716 "LCMT2"
3126476.8 "SNTB2"
612908.8 "IL12A"
2479914.2 "ZNF507"
1127872.4 "STX18"
1341838.4 "NSG1"
929062.2 "ZBTB49"
2081761.6 "GFM1"
300688.8 "OR13J1"
585855.2 "HTR1E"
1541092.2 "FSTL5"
233466.6 "TPTE2P5"
1611510.4 "DDX19A"
1823117.6 "ATOH8"
648695 "SOX14"
962644.4 "ANKRD49"
1176023.2 "SFTPB"
702212.6 "USP39"
649839.2 "TNIP2"
1372782.8 "C2orf68"
744161.6 "TMEM150A"
271414.8 "RNF181"
213344 "VAMP5"
785004.8 "BTNL3"
1874302.4 "LRRC28"
903764.4 "MAT2A"
1800037.4 "PLA2G4F"
330823.6 "ENHO"
1984052.4 "ZNF608"
916270.4 "SLC35G2"
1698152.8 "INPP5D"
1729152.2 "LETM1"
409052.2 "CTRB1"
723994.6 "CTRB2"
694636.6 "TRIM49"
903261.6 "TMEM129"
438544.8 "PPIC"
2888623.8 "SPRY3"
2068185.2 "CEP120"
1343909 "STXBP6"
774526.8 "TM4SF20"
1129090.8 "MFF"
2567847.2 "GRM5"
967081.6 "LGALS9"
84369.2 "PMCHL1"
2328060.4 "JMJD7-PLA2G4B"
323427 "OR7E102P"
679291.4 "CPLX1"
604864.6 "PXDC1"
563946.8 "SIGLEC7"
514546 "NTSR2"
1111140 "E2F6"
2304653.4 "FEM1B"
470193.2 "COMMD8"
161477.2 "ATP5ME"
990873.2 "UQCRFS1"
589747.6 "SLC49A3"
2591031.6 "COL4A3"
1565639.6 "MAP2K1"
635325 "KLK7"
76633.4 "PMCHL2"
1786616.8 "HNRNPH1"
3140866.2 "IRS1"
3362402.4 "MECP2"
324294 "VCX3A"
778112.6 "UPF3A"
1224492.4 "ZBBX"
894923.8 "ACTBL2"
1403468 "ROR2"
477008.4 "BRD7P3"
3425373.4 "AR"
829517.8 "DHRSX"
829517.8 "DHRSX"
1063252.6 "VXN"
952709.2 "HSPBAP1"
668157 "ASMTL"
668157 "ASMTL"
467610.2 "SLC25A6"
467610.2 "SLC25A6"
698775 "CHST14"
1606757.2 "PARM1"
2594630 "CSNK1G1"
1105600.6 "FAM110B"
1163044.6 "ODAD2"
1285300 "AFAP1L2"
812129.2 "ZNF354A"
644313.4 "ATF5"
1394598.4 "UBE2V2"
441745.6 "GOT1L1"
1909529 "ZBTB43"
947316 "CPT1C"
1253227.2 "PCSK9"
1457517.4 "XPO6"
1642964.6 "GSG1L"
2513159.8 "MN1"
1042226.8 "APEX2"
595861.6 "NSMCE1"
792138 "CCDC126"
501204.4 "IL13"
1155812 "NPIPB12"
845950 "OR10G3"
4102900 "RAB3B"
565735.4 "OR6F1"
1085292.2 "CD2BP2"
931163.8 "RSPO1"
751990.8 "RGS14"
1479912.8 "TBC1D10B"
1391897.8 "LMAN2"
1323986 "GCSAML"
587890 "RAB24"
395240.2 "PRELID1"
1031209 "THBS3"
2196616.4 "CA5B"
433174.2 "SLC50A1"
499490.4 "EFNA1"
376765 "CXCL10"
429968.4 "NPIPB3"
8497184.6 "SH3TC2"
474457.8 "CXCL11"
1736875 "ZRSR2"
984405.2 "NMD3"
646159.6 "ADRB2"
103253.6 "RPL36P14"
1354988.6 "B3GALNT1"
1367798.8 "GPRIN1"
219148.8 "HSPB3"
1425693.4 "KCNAB1"
378924 "MRPL1"
2200987 "SHE"
585177.6 "NR0B1"
1030441.2 "PGM2"
1711660.6 "STK32A"
1161478 "IL1RAPL1"
718206.8 "P2RY12"
652015.2 "C22orf15"
231572 "GUSBP12"
2642268.4 "OR5AU1"
2224162.2 "MINAR1"
692510.6 "PDILT"
775623.6 "UMOD"
1073659.4 "GP2"
2971847.2 "SLC33A1"
623404.2 "SNUPN"
470816 "CRADD"
2160612.6 "SIN3A"
1275723.2 "ARL13B"
230074 "RNASE2"
346890.8 "ELSPBP1"
234647.8 "RNASE3"
1652476.2 "PTK2"
1038520 "RSPH10B2"
1346536.2 "PTAFR"
2516345.8 "PTPN9"
270064.8 "RNASE6"
1348301 "NPR1"
1624434.4 "KCNK9"
647216.6 "CXCL8"
3135850.6 "SCN9A"
1891645.4 "RASSF6"
2067970.8 "COL22A1"
1062377.4 "SDC2"
186462.2 "CD52"
1644804 "MMGT1"
197942.8 "SPRR1B"
207285.6 "SPRR1A"
397720 "OR4K14"
310681 "OR4K15"
1057313 "TM2D2"
656354.4 "HTRA4"
1775972 "PLEKHA2"
1362598.6 "CLIC4"
1847317 "SLC38A11"
539106 "GPR183"
230693.6 "CRCT1"
1047596.2 "CCDC8"
1047596.2 "CCDC8"
1383177.8 "METTL15"
691014.6 "ZNF280A"
1085075.4 "MUC15"
555547.6 "CT55"
3074552.6 "ZEB2"
1249227.8 "GJB1"
554485.4 "PCBP1"
1163537.6 "HINT1"
1850212.2 "DTWD2"
207808.8 "VPREB1"
260405.8 "CLIC3"
1447469.8 "INO80E"
1532418.4 "BNC1"
1013562.4 "DFFB"
341266.6 "NFU1"
1880375.6 "ANTXR1"
263618 "GKN1"
1520651.6 "CKAP2L"
3625230.8 "C15orf40"
502365 "RAMAC"
1376661.4 "PROKR1"
1255215.2 "APLF"
327212.4 "BOLA2B"
2348798.8 "RGPD8"
2233981 "HIC2"
2707842.4 "LUZP1"
737266 "HEXD"
203774.4 "BCRP6"
204410.8 "BCRP2"
762918.2 "DRD5"
1209546.4 "BUB1"
725097.6 "SPNS1"
875802.6 "LRRC45"
1162601.6 "CHRNA5"
125732.6 "MT1B"
289301.8 "CENPX"
499017.2 "AGPAT2"
1777046.6 "ASPSCR1"
282032.4 "GP9"
2726215.8 "FASN"
1056519 "CNBP"
239295.2 "MT1E"
463945.4 "ACTRT2"
1437406.2 "DUS1L"
1314369.2 "GPS1"
998951.4 "RFNG"
404141.2 "DCXR"
388317.2 "ZNF32"
872657.6 "LDB2"
335351.6 "RAC3"
1088963.2 "NRG4"
1411783.4 "LIMS1"
763977.4 "TMEM266"
5212582.2 "NLGN1"
1451929.2 "TAPT1"
143130.8 "PRYP3"
1414993.4 "UGP2"
961419 "TAS2R1"
1117978.4 "LINGO1"
435725.6 "PRY"
600593.4 "RBMY1F"
435741.6 "PRY2"
448485.8 "RBMY1HP"
886983 "HNRNPF"
3202329.8 "BTD"
1210647 "CSGALNACT2"
1717037.8 "TACR3"
584055.6 "GSX1"
296247 "TSPY14P"
2838003 "PCDH7"
2412136.2 "ROBO1"
1399095.4 "ONECUT1"
980776.4 "AVEN"
2025580.8 "P2RY1"
1894858.6 "CTNND2"
3527059 "TRIM56"
4582349.4 "MUC17"
156903.6 "AHSP"
723182.2 "WNT10B"
608482.4 "CALML6"
2560551.6 "REPS2"
3569979.6 "MUC3A"
1976850.6 "SYAP1"
1526733 "ITGAM"
190455.8 "PYDC1"
637532.2 "TPST1"
478332.2 "TM4SF4"
2666289.8 "TOR1AIP2"
146668 "S100G"
998460 "TM4SF1"
2095727 "OTUD3"
3525174.8 "OTUD7A"
823337 "GUSB"
1823586.2 "BRD3"
2204254 "KLF13"
2772137 "FRMPD4"
1592570.2 "ZFPM2"
914963.2 "ZNF764"
473666.2 "HSFY2"
1265627.2 "ZNF747"
740196.8 "ZNF768"
1119115 "TAS1R3"
987853.2 "TMEM42"
3644560 "MAP3K2"
574997.6 "PUSL1"
222154 "SF3B5"
856373.6 "ZNF35"
784839.6 "TIGD4"
1992064.8 "IFFO2"
1597920 "NLGN2"
2226165 "MYO7B"
2390343.6 "CHD3"
3377933.8 "TMEM154"
1633527.6 "MYRIP"
1511560.2 "ALCAM"
1190265 "YWHAG"
499339.2 "UBE2E3"
1290765.2 "CNTROB"
260571.4 "TRAPPC1"
1196063.6 "ZPLD1"
925403.8 "KCNAB3"
590344.8 "SERPINA9"
2641355 "FAM153A"
2096583.8 "GPR37L1"
1146845.4 "SIMC1"
3192999.6 "TMEM192"
757287 "NSG2"
1055306.2 "SPDYE5"
516326.8 "SERPINA6"
3597780.4 "ZNF778"
2445107.6 "NIPA1"
703509.4 "FOXD4"
385946.6 "GPR25"
572823.6 "UBE2E1"
1996845.8 "HNRNPA3"
3091904.4 "SIK2"
3345625.4 "RNF150"
2794411.2 "CCDC144A"
817991.2 "FAM88B"
716689.2 "VGLL2"
366545.2 "HOXD4"
823072 "CHRNB1"
819766.8 "HOXD12"
852603.8 "GYPA"
2266975.2 "USP38"
657860.2 "SLC16A5"
1219622.6 "NANP"
823393.6 "ANKK1"
806898.4 "ADRA1B"
492563.8 "ADPRM"
249018.8 "FABP6"
1283923.2 "PWWP2A"
542684.2 "USP50"
3215887.8 "USP47"
1941017.8 "PDCD6IP"
462609.2 "MRGPRX1"
907021.4 "ZNF212"
322095 "MRAP"
1296825.4 "FAM161A"
1178111.2 "ZNF282"
810740.6 "GLB1"
362465 "GON7"
1225420.4 "FAXDC2"
2121111 "CRTAP"
271464.6 "HSPB2"
371402.6 "C7orf33"
1429175.4 "CNGB3"
291056.2 "SLN"
775189.8 "ELP5"
373881.8 "CMTM8"
422920.8 "GABARAP"
551052.6 "LGALS9B"
268147 "STX8"
625728.6 "CDK1"
340308.2 "UBB"
1664222.6 "NFRKB"
293500.2 "FABP4"
1551577.8 "FRMPD2"
2031374.4 "PRDM10"
886974.2 "B3GNT2"
675396.8 "FOS"
1314684.8 "TMED10"
297773.6 "OR2A20P"
667958.2 "SETMAR"
1056005.6 "SMAD1"
242142 "CST5"
239584.2 "CST2"
871081 "EMX2"
240226.8 "CST1"
1002326.6 "SP7"
1784521.2 "TCAF2"
2336225.6 "SEMA3E"
1619541.2 "LRRN2"
1890924.6 "SLC30A1"
1310426 "DCLK2"
1454703.4 "ZNF804A"
764353.2 "GPRC5C"
1148747.6 "TMEM182"
1090478.2 "VSTM2A"
923504.4 "KRT8"
944225.6 "KRT78"
603430 "ADORA2B"
575842.8 "SDR9C7"
1506194.6 "MGMT"
422453.2 "TMT1B"
725113.4 "KRT86"
1772827.4 "HARS1"
1248800 "NFXL1"
699129 "KRT75"
3055546.2 "DENND5B"
530904.4 "CD14"
1639614.4 "DNAJC18"
743981.8 "KRT6C"
792979.4 "RIOX1"
293654.8 "SPATA24"
2777241.4 "RALGAPB"
389763.4 "PYM1"
606194.4 "MZB1"
689964.2 "KRT4"
738880.6 "SLC23A1"
921367.6 "KRT74"
2557169.6 "NPAS2"
625898 "KRT72"
230936.8 "KISS1"
4853814.2 "LONRF2"
909615 "NUDT9"
758931.6 "HSD17B13"
767174.2 "PA2G4"
198395.4 "COX7B2"
2111371 "ELOVL6"
605043 "KRT83"
1456647.8 "PFKFB3"
1442547.8 "TMC7"
729804.6 "ARL6IP1"
1325142.6 "SERPINB9"
602172 "SMAGP"
670268 "IRX1"
1290363.2 "CDH2"
990074.8 "IRX2"
1345097.4 "EMB"
708895.2 "SIX2"
2138347 "DLGAP1"
2057002.8 "STAT2"
2541769.4 "NUDCD2"
818125.8 "IRF2BP1"
999271 "OR9K2"
1537828.8 "HSPA4"
618795.6 "FOXA3"
811417 "GARIN3"
874111.8 "SLC26A5"
506322.6 "COMMD5"
3131983 "SGCD"
519438.2 "GTSF1"
594863.6 "DPY19L2P2"
842820.2 "ZNF16"
811339.8 "ARMC10"
660311.2 "RNF34"
613199.6 "ACYP2"
775192.8 "TRABD"
2128925 "ATF7"
2029665.4 "RASA4B"
1830056.6 "SOCS6"
998747.6 "CAVIN4"
847579 "OR10A3"
525322.8 "ZNF296"
295603.4 "OR5E1P"
830980.2 "HOXB9"
1429419 "TTLL6"
2691522.6 "POLH"
1286830.4 "SYT9"
769744.4 "KCNS3"
693570.2 "RBMXL2"
1889003.2 "KIF5B"
1702195.6 "GPR37"
