GeneID,Length,TPM,Gene,d
DUX4L33,958,5.992295440596987e-21,DUX4L33,7.30160206866843e-05
DUX4L34,1253,4.7938745844064927e-20,DUX4L34,7.985114888291817e-05
DUX4L35,790,8.733314839126155e-19,DUX4L35,6.843049831069649e-05
DUX4L37,728,2.6281108355350623e-19,DUX4L37,6.655888606351197e-05
DUX4L4,1269,6.007188920236317e-21,DUX4L4,8.025576199249484e-05
DUX4L45,1057,2.3981050716341803e-20,DUX4L45,7.546165392340655e-05
DUX4L46,751,5.979497505057463e-21,DUX4L46,6.727702733770405e-05
DUX4L47,394,5.981123511822176e-21,DUX4L47,5.426563832177153e-05
DUX4L5,1275,6.005819287580295e-21,DUX4L5,8.037594031701372e-05
DUX4L50,715,1.3520848708717657e-18,DUX4L50,6.619610513437729e-05
DUX4L51,1109,2.9880974061599704e-20,DUX4L51,7.659798570974562e-05
DUX4L52,777,5.967433521500591e-21,DUX4L52,6.799883223923108e-05
DUX4L6,1275,6.005819287580295e-21,DUX4L6,8.037594031701372e-05
DUX4L7,1275,6.0058338577740305e-21,DUX4L7,8.037600531464458e-05
DUX4L8,1275,6.0065186568796e-21,DUX4L8,8.03790600847232e-05
DUX4L9,1259,6.002919761162759e-21,DUX4L9,8.002542842791513e-05
DUXA,1048,5.988610512395849e-21,DUXA,7.521902540275546e-05
DUXAP1,463,5.9689375956851925e-21,DUXAP1,5.722571947062428e-05
DUXAP11,526,5.989252090903402e-21,DUXAP11,5.977937417982152e-05
DUXAP2,589,5.9792004589008575e-21,DUXAP2,6.204184741345803e-05
DUXAP3,594,5.9772207199904766e-21,DUXAP3,6.221004246766139e-05
DUXAP4,613,5.982811287865139e-21,DUXAP4,6.288598165810081e-05
DUXAP5,529,5.985684023496112e-21,DUXAP5,5.9880911821810605e-05
DUXAP6,601,5.987301225910245e-21,DUXAP6,6.248854969692852e-05
DUXAP7,689,8.3916399162605e-20,DUXAP7,6.542512993690022e-05
DUXAP8,622,1.534659047530853e-16,DUXAP8,0.00011876459043860028
DUXAP8,622,2.3106770198967983e-17,DUXAP8,6.318239570139898e-05
DUXAP9,614,3.1196760624630667e-18,DUXAP9,9.896681857913633e-05
DUXB,1117,1.7924643393762397e-20,DUXB,7.677610326830004e-05
DVL1,3305,5.0876287735587846e-17,DVL1,0.00011039021061591373
DVL2,2989,1.4080006284858307e-17,DVL2,0.00010661325488177425
DVL3,5269,2.7032723496752472e-17,DVL3,0.00012862276985757719
DXO,1628,2.6805381885641917e-18,DXO,9.46489010615298e-05
DYDC1,638,7.828043718657494e-21,DYDC1,6.97038166733281e-05
DYDC2,1863,3.611749132478518e-20,DYDC2,9.699560605347416e-05
DYM,10144,6.289301441871171e-18,DYM,0.00016016207193004375
DYM-AS1,659,6.006678884791575e-21,DYM-AS1,6.450675495463016e-05
DYNAP,1941,6.183722411512879e-21,DYNAP,9.33663595300463e-05
DYNAPP1,130,1.8140437582965344e-20,DYNAPP1,3.7634706825158115e-05
DYNAPP2,404,5.9354333143770984e-21,DYNAPP2,5.458121304134979e-05
DYNAPP3,79,6.047588528796176e-21,DYNAPP3,3.1878780079755195e-05
DYNC1H1,19940,1.1252056790077824e-16,DYNC1H1,0.00020114852953656814
DYNC1I1,2947,2.394752048849778e-19,DYNC1I1,0.00010615948859891293
DYNC1I2,4354,2.3934633130120307e-17,DYNC1I2,0.00012074742062947414
DYNC1I2P1,1838,6.590919024394094e-20,DYNC1I2P1,9.072594858952908e-05
DYNC1LI1,2485,4.523097259188039e-17,DYNC1LI1,0.00012474867067406288
DYNC1LI2,4326,2.4819445941750546e-17,DYNC1LI2,0.0001206368825307785
DYNC1LI2-DT,2894,7.791391797322167e-20,DYNC1LI2-DT,0.00010555739351433084
DYNC2H1,13683,9.526556636124134e-18,DYNC2H1,0.00017707475822476666
DYNC2I1,3789,1.78315407082769e-18,DYNC2I1,0.00012990353852187413
DYNC2I2,1823,5.686968621919614e-17,DYNC2I2,9.049862349797119e-05
DYNC2LI1,1399,5.014781807648098e-18,DYNC2LI1,0.00010542569982939183
DYNLL1,663,5.034320257363264e-17,DYNLL1,8.244394344325697e-05
DYNLL1P1,269,1.8034631571354775e-20,DYNLL1P1,4.7864260302140785e-05
DYNLL1P2,270,3.608106924250455e-20,DYNLL1P2,4.792872647079927e-05
DYNLL1P3,266,6.0079963812652985e-21,DYNLL1P3,4.767627887119581e-05
DYNLL1P4,266,3.6038759627420033e-20,DYNLL1P4,4.7672214390973995e-05
DYNLL1P5,270,5.991907180928505e-21,DYNLL1P5,4.787126077142426e-05
DYNLL1P6,264,6.004578006416248e-21,DYNLL1P6,4.754746759115159e-05
DYNLL1P7,258,6.005309500220406e-21,DYNLL1P7,4.718641163760657e-05
DYNLL2,6807,5.1487826808470346e-17,DYNLL2,0.00014024915776023134
DYNLL2-DT,6113,6.553683019356795e-20,DYNLL2-DT,0.0001351702029882106
DYNLRB1,662,1.990227964291286e-18,DYNLRB1,8.395112889480925e-05
DYNLRB2,628,5.542663593182338e-20,DYNLRB2,7.32724797603642e-05
DYNLRB2-AS1,1724,1.239503392245188e-18,DYNLRB2-AS1,0.00011764231892194348
DYNLT1,730,4.4801363034286244e-17,DYNLT1,0.00010536357628180152
DYNLT2,769,1.615424738830624e-20,DYNLT2,9.444296391712487e-05
DYNLT2B,625,2.224854875772927e-19,DYNLT2B,6.876379245001645e-05
DYNLT3,2151,4.300993142391355e-18,DYNLT3,9.546771992032455e-05
DYNLT3P1,347,6.000070233442318e-21,DYNLT3P1,5.2070752589460885e-05
DYNLT3P2,295,5.984752763058237e-21,DYNLT3P2,4.9285745301584574e-05
DYNLT4,869,1.0955158911877135e-18,DYNLT4,8.201931109413457e-05
DYNLT5,2262,5.965592779795954e-21,DYNLT5,9.70839236589144e-05
DYRK1A,17024,1.3832477481709163e-17,DYRK1A,0.00019225814826773593
DYRK1B,2724,1.0558668187844986e-18,DYRK1B,0.00010328713825803045
DYRK2,8888,1.412579584933512e-17,DYRK2,0.00015315157244410942
DYRK3,8128,1.5563100597117526e-17,DYRK3,0.0001486394651971026
DYRK3-AS1,903,4.5224137772346656e-20,DYRK3-AS1,7.728007179500293e-05
DYRK4,2065,7.712181957387841e-18,DYRK4,0.00010988107289433144
DYSF,6775,6.456939938156045e-18,DYSF,0.0001413219740161404
DYTN,2051,1.4471435385286896e-20,DYTN,0.00010021075709388957
DZANK1,3420,8.170658944394726e-19,DZANK1,0.0001148743261937506
DZIP1,7491,1.117468306189549e-17,DZIP1,0.0001447141494627507
DZIP1L,3492,6.112798016788567e-18,DZIP1L,0.00011244860860158511
DZIP3,5304,1.3167721325810125e-17,DZIP3,0.0001290425002444973
E2F1,2690,2.5247324221816988e-17,E2F1,0.00010296381422614827
E2F2,5196,1.964568640183553e-17,E2F2,0.00012815121963580633
E2F3,5036,1.2516824699745893e-17,E2F3,0.00012681232237832436
E2F3-IT1,400,1.1312638812395085e-19,E2F3-IT1,5.445720601303816e-05
E2F3P1,1230,4.774729247169132e-20,E2F3P1,7.925376019405828e-05
E2F3P2,1422,1.1954007557086053e-20,E2F3P2,8.321972838438219e-05
E2F4,2110,4.9993206697471514e-17,E2F4,0.00010199721005517687
E2F4P1,1133,5.972932482783258e-21,E2F4P1,7.713256199068604e-05
E2F5,1964,3.272126351970733e-18,E2F5,0.00012675093653250098
E2F5-DT,487,1.243283415452215e-19,E2F5-DT,8.006357100204893e-05
E2F6,3230,1.2851500622475714e-17,E2F6,0.00011186133966247891
E2F6P1,745,6.00573118191212e-21,E2F6P1,6.719536320047638e-05
E2F6P2,748,6.00654415471863e-21,E2F6P2,6.728847344197334e-05
E2F6P3,743,6.005610598479715e-21,E2F6P3,6.713472991574758e-05
E2F6P4,514,6.002242191631502e-21,E2F6P4,5.9364133057905246e-05
E2F7,5725,2.011380447866813e-17,E2F7,0.0001322345078598237
E2F8,3706,5.0027795189237486e-18,E2F8,0.00011447821214723023
E4F1,2548,3.017659724980191e-17,E4F1,0.00013414378764092894
EAF1,4447,1.2763748868571334e-17,EAF1,0.00012163076836132289
EAF1-AS1,809,1.42448835611493e-19,EAF1-AS1,7.875190460177277e-05
EAF2,998,5.632204556116844e-19,EAF2,7.401600165786002e-05
EAPP,1303,3.1636942619885742e-18,EAPP,8.084621059490366e-05
EARS2,5196,2.4097133784559427e-17,EARS2,0.0001281961787772823
EBAG9,2383,1.0428316914277634e-17,EBAG9,0.00013709409742448952
EBAG9P1,543,1.0216832443365411e-19,EBAG9P1,6.048592288933213e-05
EBF2,5166,2.979483137170055e-20,EBF2,0.0001278027978597948
EBF3,5106,1.5554129547339992e-18,EBF3,0.00012730943479342455
EBF3-AS1,1053,2.98926110820709e-20,EBF3-AS1,7.529613045558785e-05
EBF4,3521,6.527091149807493e-19,EBF4,0.00011265530645282161
EBI3,1158,1.0255092579780588e-18,EBI3,7.76494679585467e-05
EBLN1,1777,1.2508865786782592e-19,EBLN1,8.953522727551455e-05
EBLN2,1679,8.124010103579806e-19,EBLN2,8.79412563855838e-05
EBLN3P,4967,3.9219047132011633e-17,EBLN3P,0.0001473133865075338
EBNA1BP2,1352,6.296655465145752e-17,EBNA1BP2,8.485266940667826e-05
EBP,1125,1.0767261320015603e-17,EBP,7.697445206294753e-05
EBPL,977,6.4481361515063834e-18,EBPL,7.467221816067519e-05
ECD,3006,2.0188500070184502e-17,ECD,0.00010670657886864965
ECE1,5067,3.9671371430209726e-17,ECE1,0.00012745142155605365
ECE1-AS1,2479,1.494076529272186e-19,ECE1-AS1,0.00010015401687721979
ECE2,3223,5.991128224074417e-21,ECE2,0.00010940106717638348
ECEL1,2871,6.189511170504657e-21,ECEL1,0.00010641310109091793
ECEL1P1,1742,5.995458115017544e-21,ECEL1P1,8.913646903796137e-05
ECEL1P2,757,5.999594562064284e-21,ECEL1P2,6.753120707390303e-05
ECEL1P2,757,1.0288098003504155e-20,ECEL1P2,8.083055779455253e-05
ECEL1P3,737,6.007110183021726e-20,ECEL1P3,6.695910092445257e-05
ECH1,1200,3.0205350031692684e-18,ECH1,7.871245280113089e-05
ECHDC1,2339,1.3665252147066498e-17,ECHDC1,0.00010156117388265664
ECHDC2,1556,2.2308041207661303e-20,ECHDC2,0.00013302162900365527
ECHDC3,1633,2.0273384697160767e-18,ECHDC3,8.95133796540199e-05
ECHS1,1277,4.21504666567297e-17,ECHS1,8.035795793491144e-05
ECI1,1507,1.71308109454612e-17,ECI1,8.502545831585739e-05
ECI1-AS1,788,5.530741853249922e-19,ECI1-AS1,6.82402806294227e-05
ECI2,1368,2.103519386488158e-17,ECI2,0.00011615903801026967
ECI2-DT,2277,1.254775749211314e-19,ECI2-DT,9.7349831142938e-05
ECM1,2046,1.9621633401502962e-17,ECM1,0.0001073426138695173
ECM1P1,1279,5.958768600530585e-21,ECM1P1,8.024924221389424e-05
ECM1P2,1577,5.9482366438868816e-21,ECM1P2,8.600134213358824e-05
ECM2,3185,4.535324474788383e-19,ECM2,0.00010882616400571048
ECMXP,1889,5.987849001456376e-21,ECMXP,9.153759918111336e-05
ECPAS,7215,4.398054270015028e-17,ECPAS,0.00014418151140948123
ECRG4,753,6.334553682049519e-21,ECRG4,6.864394754547611e-05
ECSCR,1031,5.976391114051835e-21,ECSCR,7.47591710705273e-05
ECSIT,1647,3.055711982641458e-17,ECSIT,0.00010605422416877101
ECT2,4136,5.32643195677935e-17,ECT2,0.00012126665114709638
ECT2L,4507,2.27003868390934e-19,ECT2L,0.0001222205756597568
EDA,5235,1.0291170021646487e-18,EDA,0.0001287934256436231
EDA2R,3455,6.105099350007701e-18,EDA2R,0.00011182020985646966
EDAR,4062,3.624430482438154e-19,EDAR,0.00012054065053942914
EDARADD,3088,4.349101582299603e-19,EDARADD,0.00010814672377763105
EDC3,3744,7.331309906000076e-18,EDC3,0.00011553191386615764
EDC4,4767,3.3565137259246144e-17,EDC4,0.00012879046382491868
EDDM13,879,3.285787642830417e-19,EDDM13,7.08794726320302e-05
EDDM3A,932,5.9580615223986416e-21,EDDM3A,7.221136430851398e-05
EDDM3B,919,5.950254593345135e-21,EDDM3B,7.184263812333494e-05
EDDM3CP,425,4.190835023278132e-20,EDDM3CP,5.5671006090408494e-05
EDDM3DP,434,5.99325598695842e-21,EDDM3DP,5.6081045856809487e-05
EDEM1,6113,2.5931550540465623e-17,EDEM1,0.00013519577713057068
EDEM2,1884,9.279286461487814e-18,EDEM2,9.141129038552244e-05
EDEM3,6837,1.0184525523143463e-17,EDEM3,0.00014211679711404566
EDF1,662,4.079575614818962e-17,EDF1,6.912297057545652e-05
EDIL3,4814,6.708824304618343e-17,EDIL3,0.00012477380227468793
EDIL3-DT,566,1.507824804370255e-17,EDIL3-DT,0.0001131957335018317
EDN1,2035,5.507368183764929e-18,EDN1,9.372760642636573e-05
EDN2,1253,1.6956822291209541e-18,EDN2,7.975495083205468e-05
EDN3,2452,6.985156951154893e-21,EDN3,0.0001051148633256572
EDNRA,3970,2.4898547884403043e-19,EDNRA,0.00011877729483439796
EDNRB,4300,6.19385248317346e-21,EDNRB,0.0001217797344836613
EDNRB-AS1,3780,5.95169633712997e-21,EDNRB-AS1,0.00011511787740870273
EDRF1,4483,1.402266263877446e-17,EDRF1,0.00012200958878864317
EDRF1-AS1,384,6.969756054305654e-19,EDRF1-AS1,6.604419778088328e-05
EDRF1-DT,764,2.2407286874592444e-19,EDRF1-DT,0.00010181112451974042
EEA1,9839,1.1478334513725332e-17,EEA1,0.0001584796518409829
EEDP1,1226,5.989766297350365e-21,EEDP1,7.9262062263502e-05
EEF1A1,3512,3.1603521760976717e-15,EEF1A1,0.00012757431286100038
EEF1A1-AS1,556,1.8942041686439232e-20,EEF1A1-AS1,6.197625930648303e-05
EEF1A1P1,739,1.7962030538987958e-20,EEF1A1P1,6.694602413831813e-05
EEF1A1P10,1390,2.3953687808609654e-20,EEF1A1P10,8.264329984914771e-05
EEF1A1P11,1389,3.0539666677297776e-19,EEF1A1P11,8.262231750515828e-05
EEF1A1P12,1346,1.137660928127708e-19,EEF1A1P12,8.175858233634215e-05
EEF1A1P13,1389,4.67233735168981e-19,EEF1A1P13,8.263154317764558e-05
EEF1A1P14,1376,3.5932167651073656e-20,EEF1A1P14,8.236615358470401e-05
EEF1A1P15,1408,5.9791094008999465e-21,EEF1A1P15,8.295545886608241e-05
EEF1A1P16,1414,2.9890296228207724e-20,EEF1A1P16,8.306826247379618e-05
EEF1A1P17,1275,5.983046074771704e-21,EEF1A1P17,8.027422025996319e-05
EEF1A1P18,800,2.996411565043387e-20,EEF1A1P18,6.876050656132935e-05
EEF1A1P19,1382,3.77446944077803e-19,EEF1A1P19,8.249729728984e-05
EEF1A1P2,1447,5.986458470532295e-21,EEF1A1P2,8.374870239492698e-05
EEF1A1P20,1386,5.975000237182538e-21,EEF1A1P20,8.250222049058197e-05
EEF1A1P21,1344,5.975224742738082e-21,EEF1A1P21,8.16613251116678e-05
EEF1A1P22,1380,2.992417678955544e-20,EEF1A1P22,8.24281747306952e-05
EEF1A1P23,602,8.774020609045753e-20,EEF1A1P23,6.68297572370843e-05
EEF1A1P24,1378,4.787069421923557e-20,EEF1A1P24,8.238375263536117e-05
EEF1A1P25,1267,1.256962929998284e-19,EEF1A1P25,8.011709279967064e-05
EEF1A1P26,1363,5.987430195824651e-21,EEF1A1P26,8.210016402110917e-05
EEF1A1P27,1135,5.9901895134122346e-21,EEF1A1P27,7.725217691744513e-05
EEF1A1P28,1403,5.980013459779353e-21,EEF1A1P28,8.286132288974016e-05
EEF1A1P29,1096,2.9934152615334136e-20,EEF1A1P29,7.634274259926143e-05
EEF1A1P3,1385,1.0172377269956386e-19,EEF1A1P3,8.252262268324148e-05
EEF1A1P30,1315,5.9767497012788414e-21,EEF1A1P30,8.107659953902523e-05
EEF1A1P31,1131,5.9803016222583e-21,EEF1A1P31,7.711883902340224e-05
EEF1A1P32,1347,1.0755247167362701e-19,EEF1A1P32,8.172164129521951e-05
EEF1A1P33,1362,4.7822089618733944e-20,EEF1A1P33,8.20358737889235e-05
EEF1A1P34,1267,5.9809338336708866e-21,EEF1A1P34,8.00965461659354e-05
EEF1A1P35,1387,4.1895090106407654e-20,EEF1A1P35,8.256812737729107e-05
EEF1A1P36,1351,5.984380892172487e-21,EEF1A1P36,8.184461509392737e-05
EEF1A1P37,715,5.967788840362364e-21,EEF1A1P37,6.614115100289641e-05
EEF1A1P38,1389,5.984010508308238e-21,EEF1A1P38,8.26031830439546e-05
EEF1A1P39,250,6.0014846549439725e-21,EEF1A1P39,4.668365181811336e-05
EEF1A1P4,1405,3.891783692019147e-19,EEF1A1P4,8.293460977680162e-05
EEF1A1P40,573,5.9697196110815664e-21,EEF1A1P40,6.14423904099262e-05
EEF1A1P41,207,5.991611025903662e-21,EEF1A1P41,4.381302479222865e-05
EEF1A1P42,1331,5.975975688482414e-21,EEF1A1P42,8.140058840972233e-05
EEF1A1P44,1335,5.9754754675907284e-21,EEF1A1P44,8.147977659192476e-05
EEF1A1P45,1336,5.980141131489849e-21,EEF1A1P45,8.152132233047493e-05
EEF1A1P46,1342,5.9789054363392995e-21,EEF1A1P46,8.163755421921316e-05
EEF1A1P47,911,5.990157784734645e-21,EEF1A1P47,7.179333557052545e-05
EEF1A1P48,1186,1.2005946641753194e-20,EEF1A1P48,7.844807404387463e-05
EEF1A1P49,925,6.0035431870453854e-21,EEF1A1P49,7.221294259373694e-05
EEF1A1P5,1389,2.1409589302705322e-17,EEF1A1P5,8.264015194705896e-05
EEF1A1P50,1205,8.374316004257233e-19,EEF1A1P50,7.877130439432735e-05
EEF1A1P6,1384,2.396415433609029e-18,EEF1A1P6,8.253623497976217e-05
EEF1A1P7,1394,2.3944965557328055e-20,EEF1A1P7,8.271245628248576e-05
EEF1A1P8,1388,2.994065851110426e-20,EEF1A1P8,8.260230916881404e-05
EEF1A1P9,1383,2.2158458281715076e-19,EEF1A1P9,8.25059464323416e-05
EEF1AKMT1,1054,4.1885481138697785e-20,EEF1AKMT1,7.534144490231579e-05
EEF1AKMT2,3599,4.560207290348764e-18,EEF1AKMT2,0.00012580081639408078
EEF1AKMT3,2687,2.7453623832933765e-18,EEF1AKMT3,0.00010366661545970087
EEF1AKMT4,975,1.923223151406843e-18,EEF1AKMT4,7.336541736217154e-05
EEF1AKMT4-ECE2,3445,5.986630067521324e-21,EEF1AKMT4-ECE2,0.00011182935018966156
EEF1B2,880,1.0597245803242111e-16,EEF1B2,7.459825427947957e-05
EEF1B2P1,672,7.821231440746065e-20,EEF1B2P1,6.496292999334037e-05
EEF1B2P2,676,1.8061556795649635e-20,EEF1B2P2,6.510666640984584e-05
EEF1B2P3,678,5.897993464972084e-19,EEF1B2P3,6.51630224781559e-05
EEF1B2P4,348,1.2021409648531884e-20,EEF1B2P4,5.215149949296541e-05
EEF1B2P5,548,6.0169672937681875e-21,EEF1B2P5,6.069477719449853e-05
EEF1B2P6,673,1.323983736436897e-19,EEF1B2P6,6.500153256971883e-05
EEF1B2P7,676,3.008569398905682e-20,EEF1B2P7,6.509447972728639e-05
EEF1B2P8,671,6.0080167811365034e-21,EEF1B2P8,6.490076323315012e-05
EEF1D,2378,5.230731742852888e-17,EEF1D,0.00011464251890758257
EEF1DP1,896,2.1076343288207035e-19,EEF1DP1,7.152266056946299e-05
EEF1DP2,843,6.024689814367919e-21,EEF1DP2,7.009483329754575e-05
EEF1DP3,782,1.806713208759199e-20,EEF1DP3,6.835288101100574e-05
EEF1DP4,880,6.023084636016081e-21,EEF1DP4,7.109937740201488e-05
EEF1DP5,772,6.026127570877696e-21,EEF1DP5,6.807439530810451e-05
EEF1DP6,372,6.034148209261485e-21,EEF1DP6,5.339306959168984e-05
EEF1DP7,513,7.851539903843527e-20,EEF1DP7,5.9448587023618426e-05
EEF1DP8,536,6.0260936306136544e-21,EEF1DP8,6.0278921498763195e-05
EEF1E1,1047,1.0628212481997698e-18,EEF1E1,7.51209181975979e-05
EEF1E1-BLOC1S5,768,6.0046659656824136e-21,EEF1E1-BLOC1S5,6.787584919222045e-05
EEF1E1P1,430,2.989535646018238e-20,EEF1E1P1,5.5864079557978524e-05
EEF1G,1446,1.0368690501011106e-20,EEF1G,0.000100553220919056
EEF1GP1,1299,5.9933167826777396e-21,EEF1GP1,8.08209677812297e-05
EEF1GP2,1243,2.997626383701118e-20,EEF1GP2,7.965104182492497e-05
EEF1GP3,1288,2.993727780323551e-20,EEF1GP3,8.056590818911892e-05
EEF1GP4,1307,1.7939852919657613e-20,EEF1GP4,8.092629455252798e-05
EEF1GP5,1310,1.795699328269273e-20,EEF1GP5,8.101394959750071e-05
EEF1GP6,905,1.1968635735077396e-20,EEF1GP6,7.161208679985183e-05
EEF1GP7,703,5.996580644836396e-21,EEF1GP7,6.587463971437266e-05
EEF1GP8,1154,5.989275350252162e-21,EEF1GP8,7.767691124895054e-05
EEF2,3158,7.337167931470054e-16,EEF2,0.0001086698503852065
EEF2K,7397,1.1019717262700335e-17,EEF2K,0.00014410696667290128
EEF2KMT,2397,5.392163138028265e-18,EEF2KMT,9.901014290789437e-05
EEFSEC,2205,1.4537783870894695e-18,EEFSEC,9.63530414060345e-05
EFCAB10,737,2.756277364842358e-19,EFCAB10,8.555022582491745e-05
EFCAB11,3136,1.1774833739827915e-18,EFCAB11,0.00010832286105984441
EFCAB13,3957,3.64509752958893e-19,EFCAB13,0.00011704343018212798
EFCAB13-DT,535,7.874736948672879e-20,EFCAB13-DT,6.58610318947954e-05
EFCAB14,5817,3.0603425973394897e-17,EFCAB14,0.00014991301986270696
EFCAB14-AS1,500,2.38833304394916e-20,EFCAB14-AS1,5.871740924478771e-05
EFCAB14P1,463,1.800383045180045e-20,EFCAB14P1,5.732888149450887e-05
EFCAB15P,1086,5.393639154565747e-20,EFCAB15P,7.613569554660935e-05
EFCAB2,1418,2.151126149092295e-18,EFCAB2,0.0001355771783536814
EFCAB3,1546,2.1458623298938793e-20,EFCAB3,9.085077059059337e-05
EFCAB3P1,450,5.980017902840337e-21,EFCAB3P1,5.672009083943932e-05
EFCAB5,5103,5.391108749884291e-20,EFCAB5,0.00012750257886083517
EFCAB6,4863,1.5712728150913323e-19,EFCAB6,0.0001274981464046096
EFCAB6-AS1,1695,9.379632102583593e-21,EFCAB6-AS1,0.00010253774306160565
EFCAB6-DT,859,1.421662417013078e-19,EFCAB6-DT,8.394325174442995e-05
EFCAB7,2178,1.7350103724387595e-18,EFCAB7,0.00011533994632894381
EFCAB8,4197,2.0328561111552038e-19,EFCAB8,0.00011938620548597353
EFCAB9,704,5.993503934806855e-20,EFCAB9,6.58945863966529e-05
EFCC1,3019,3.7283204516088203e-19,EFCC1,0.00010717499468271177
EFEMP1,2708,2.520675954556121e-17,EFEMP1,0.00010696621693412198
EFEMP2,1934,1.2506004535163861e-17,EFEMP2,9.730838576296222e-05
EFHB,2860,1.799115257515263e-20,EFHB,0.00010516385719235163
EFHC1,6849,5.302695367194881e-18,EFHC1,0.00014033972844958376
EFHC2,3257,6.556032941005896e-20,EFHC2,0.00010959413634284045
EFHD1,1878,1.0121602830958132e-19,EFHD1,9.118650516393654e-05
EFHD2,2422,3.90037536084117e-17,EFHD2,9.945362913477781e-05
EFHD2-AS1,5178,1.0761057666879456e-19,EFHD2-AS1,0.00012804032022715035
EFL1,3643,1.4043547027807135e-17,EFL1,0.0001168398056832403
EFL1P1,1798,1.7979121470752e-20,EFL1P1,9.006945844492572e-05
EFL1P2,1603,5.9663519958023925e-21,EFL1P2,8.655909685940908e-05
EFNA1,1552,1.512625652179357e-18,EFNA1,8.569052508228337e-05
EFNA2,2424,1.5281975801201698e-18,EFNA2,9.937015586171673e-05
EFNA3,1817,8.6112850301798445e-19,EFNA3,9.032030281156753e-05
EFNA4,1254,3.4560970295553833e-18,EFNA4,7.976889050928746e-05
EFNA5,5372,2.903677874957813e-18,EFNA5,0.00012941564788899467
EFNB1,3303,8.404257210033415e-18,EFNB1,0.00011029318148162227
EFNB2,4995,4.782414506249248e-20,EFNB2,0.0001265113505310362
EFNB3,3216,4.648955066473998e-18,EFNB3,0.00010918003488639517
EFR3A,5433,4.985103621289772e-17,EFR3A,0.0001299351972986428
EFR3B,7486,1.1397873877936462e-17,EFR3B,0.00014474281618435833
EFS,2653,6.086293372833062e-21,EFS,0.00010306913451210322
EFTUD2,4326,7.562322295473485e-17,EFTUD2,0.0001205404077872649
EGF,6388,2.005456673314408e-18,EGF,0.00013724974819367933
EGFEM1P,1563,1.243825580534366e-19,EGFEM1P,9.80156431420537e-05
EGFL6,2403,5.989219198464365e-21,EGFL6,9.91912229222773e-05
EGFL7,1759,1.524553088933657e-17,EGFL7,9.522447640306128e-05
EGFL8,1312,1.1188763884808475e-20,EGFL8,9.984750866928632e-05
EGFLAM,4720,5.405672973658988e-18,EGFLAM,0.0001241575204442136
EGFLAM-AS1,331,6.009866191904354e-21,EGFLAM-AS1,5.128568775253289e-05
EGFLAM-AS2,661,4.536396435950421e-20,EGFLAM-AS2,8.784067279785673e-05
EGFLAM-AS3,549,1.1909228903176603e-20,EGFLAM-AS3,6.052116075645903e-05
EGFLAM-AS4,1579,1.7894511790528692e-20,EGFLAM-AS4,8.611764829115511e-05
EGFR,9905,7.180607888587943e-18,EGFR,0.00015886026153325163
EGFR-AS1,2849,6.588879258867615e-20,EGFR-AS1,0.00010498703953403077
EGILA,915,5.9883711222985884e-21,EGILA,7.189110940020479e-05
EGLN1,4335,9.264967403520181e-18,EGLN1,0.00012061806171899052
EGLN1P1,762,7.21803806735018e-20,EGLN1P1,6.773756013182263e-05
EGLN2,2100,6.446954178667389e-19,EGLN2,0.0001165414847176915
EGLN3,2706,8.812411950137588e-19,EGLN3,0.0001049212447262352
EGLN3-AS1,308,1.8037588572231052e-20,EGLN3-AS1,5.0076568890539e-05
EGLN3P1,720,4.802318856662182e-20,EGLN3P1,6.642472304308345e-05
EGOT,1464,2.8689083841138925e-19,EGOT,8.403059230201036e-05
EGR1,3137,1.2853130020042878e-16,EGR1,0.0001081453666505187
EGR2,2979,4.602223259296672e-18,EGR2,0.00010849278409717294
EGR3,4514,3.1575114981686744e-19,EGR3,0.00012217306247896522
EGR4,2220,1.1606751151247808e-18,EGR4,9.864975363086191e-05
EHBP1,5105,1.6046276181142527e-17,EHBP1,0.00012797936868780068
EHBP1-AS1,738,2.345860188854804e-19,EHBP1-AS1,9.429935787422694e-05
EHBP1L1,5170,4.000520646769852e-17,EHBP1L1,0.00012842154170847426
EHD1,4453,3.471414724920967e-17,EHD1,0.00012182896380860785
EHD2,3506,1.0695473445673161e-17,EHD2,0.00011232982458440953
EHD3,4825,5.458202826004113e-18,EHD3,0.00012506160225207852
EHD4,6401,2.106102236761617e-17,EHD4,0.00013740284043021057
EHD4-AS1,1174,1.256800592183935e-19,EHD4-AS1,7.810346678086015e-05
EHF,5399,1.0141689364689996e-19,EHF,0.0001297448580272672
EHHADH,3801,1.2852829094767112e-18,EHHADH,0.00011550070431629875
EHHADH-AS1,1416,5.998260443937037e-21,EHHADH-AS1,8.320091627935671e-05
EHMT1,5095,2.9615231858962165e-17,EHMT1,0.00014715383733448958
EHMT2,4129,2.223104308016228e-17,EHMT2,0.00011885732836411856
EHMT2-AS1,2571,6.000046328601949e-21,EHMT2-AS1,0.00010151202200773883
EI24,2191,2.4893946237895408e-17,EI24,9.602606553465013e-05
EI24P1,867,5.936548301210626e-21,EI24P1,7.04070723748858e-05
EI24P2,1076,5.946507102706454e-21,EI24P2,7.570478367943098e-05
EI24P3,1062,2.9729614954797176e-20,EI24P3,7.537254574285547e-05
EI24P4,1078,5.943632646473076e-21,EI24P4,7.57394519960033e-05
EID1,2040,3.7228215275397207e-17,EID1,9.387564367010011e-05
EID2,1455,1.0270784993170425e-17,EID2,8.399538505258255e-05
