GeneID	Length	TPM
HNRNPA1P61	924	7.97998872839206e-08
HNRNPA1P62	952	7.745283177557e-08
HNRNPA1P63	963	1.53136232295623e-08
HNRNPA1P64	922	1.5994597798339e-08
HNRNPA1P65	954	1.54580913732375e-08
HNRNPA1P66	934	1.42101897784386e-07
HNRNPA1P67	926	4.77765199894229e-08
HNRNPA1P68	979	6.7785072793982e-07
HNRNPA1P69	933	1.580602269032e-08
HNRNPA1P7	963	7.04426668559868e-07
HNRNPA1P70	1087	1.35667149678643e-08
HNRNPA1P71	950	1.08662246516294e-07
HNRNPA1P72	967	1.52502783558103e-08
HNRNPA1P73	928	4.76735533515147e-08
HNRNPA1P74	835	1.76611008024773e-08
HNRNPA1P76	848	1.73903527948921e-08
HNRNPA1P8	951	1.55068550684212e-08
HNRNPA1P9	950	2.01801314958833e-07
HNRNPA2B1	3628	8.88885929468188e-05
HNRNPA3	5710	6.36885276241488e-06
HNRNPA3P1	1139	3.88420171292411e-08
HNRNPA3P10	1138	5.18348652726486e-08
HNRNPA3P11	934	1.73680097292028e-07
HNRNPA3P12	1063	6.93650948733233e-08
HNRNPA3P13	1122	1.31435108467634e-08
HNRNPA3P14	1150	1.28234949304944e-08
HNRNPA3P15	1026	1.43733130312559e-08
HNRNPA3P16	1016	1.45147826477052e-08
HNRNPA3P2	662	8.91058560124987e-08
HNRNPA3P3	1137	1.29701136060409e-08
HNRNPA3P4	803	1.83649055667105e-08
HNRNPA3P5	833	1.23924530840912e-07
HNRNPA3P6	1006	4.25112878660027e-07
HNRNPA3P7	982	1.35155980173744e-07
HNRNPA3P8	974	1.51406767659841e-08
HNRNPA3P9	979	1.05443446568416e-07
HNRNPAB	1770	0.000107903189418959
HNRNPABP1	734	2.00913067712105e-08
HNRNPC	3165	0.000132336441854119
HNRNPCL1	1108	3.99287522655285e-08
HNRNPCL2	1148	3.85375065419909e-08
HNRNPCL3	1148	1.2845835513997e-08
HNRNPCL4	1148	1.2845835513997e-08
HNRNPCP1	766	1.69417452606531e-06
HNRNPCP10	884	1.66821483824305e-08
HNRNPCP2	881	7.36514010763922e-06
HNRNPCP3	875	3.37074723887281e-08
HNRNPCP4	900	9.83134611337902e-08
HNRNPCP6	871	5.07934070151614e-08
HNRNPCP7	905	3.74786122554228e-07
HNRNPCP8	888	1.6607003569897e-08
HNRNPCP9	859	1.71676591036886e-08
HNRNPD	3068	2.95757525923832e-05
HNRNPD-DT	736	3.80697505749052e-07
HNRNPDL	4372	4.42073269082612e-05
HNRNPDLP1	550	2.68127621273973e-08
HNRNPDLP2	751	5.89095306394216e-08
HNRNPDLP3	380	3.88079451843909e-08
HNRNPDLP4	301	4.89934191696629e-08
HNRNPDP1	754	5.86751425864796e-08
HNRNPDP2	478	3.08515045398923e-08
HNRNPF	2569	0.000176769057346473
HNRNPFP1	1133	1.30159039453385e-08
HNRNPH1P1	1185	1.24447419156696e-07
HNRNPH1P2	1210	1.2187619148817e-08
HNRNPH1P3	1225	1.20383829959743e-08
HNRNPH2	2296	1.91467178336125e-05
HNRNPH3	2356	8.5001918645811e-06
HNRNPH3P1	583	2.52950586107522e-08
HNRNPK	2889	0.000178837596615905
HNRNPK-AS1	390	1.02094748100474e-06
HNRNPKP1	1379	5.34699752359265e-08
HNRNPKP2	1390	2.65234157735045e-07
HNRNPKP3	1321	1.11635270023229e-08
HNRNPKP4	1386	8.40558812723964e-07
HNRNPKP5	253	5.8288613320429e-08
HNRNPL	2471	7.25414884711384e-05
HNRNPLL	4144	9.29873578460161e-06
HNRNPLP1	1501	1.96495924984258e-08
HNRNPLP2	1570	5.35401332926055e-07
HNRNPMP1	1768	1.50139335441874e-07
HNRNPMP2	599	2.46193976128022e-08
HNRNPR	2691	6.17993813381133e-05
HNRNPRP1	1695	2.08807351080616e-07
HNRNPRP2	743	1.98479396636185e-08
HNRNPU	6867	5.07480428146046e-05
HNRNPUL1	3925	8.51269333340746e-05
HNRNPUL2	5214	8.40020079307701e-07
HNRNPUL2-BSCL2	4001	3.68583333418359e-09
HNRNPUP1	333	3.54282742824469e-07
HOATZ	733	2.81662030533369e-07
HOGA1	2442	7.85058350576949e-08
HOMER1	5798	5.78384297908517e-06
HOMER2	1949	1.88480373281892e-05
HOMER2P1	964	1.52977377282869e-08
HOMER2P2	847	1.741088449831e-08
HOMER3	1560	1.03796327235482e-05
HOMER3-AS1	1665	3.45425674253857e-07
HOMEZ	4986	3.57879927713256e-07
HOOK1	5713	2.58130914932059e-09
HOOK2	2542	3.03990481711877e-06
HOOK3	14348	3.11426457243572e-06
HORMAD1	1904	1.73494343177277e-06
HORMAD2	1897	7.77386355828599e-09
HORMAD2-AS1	902	4.90477355988976e-08
HOTAIRM1	671	1.3845934541197e-06
HOTTIP	3343	4.8524442378329e-08
HOXA-AS2	1050	2.94940383401371e-07
HOXA-AS3	562	3.93603714503608e-07
HOXA1	2543	3.03291035231846e-06
HOXA10	2541	2.4491310860956e-06
HOXA10-AS	1161	1.27019975625052e-08
HOXA11	2669	3.72405055100269e-06
HOXA11-AS	1431	4.53437346948299e-07
HOXA13	5015	4.14622074372814e-07
HOXA2	1686	1.66188235012635e-07
HOXA3	3026	3.1189994279061e-07
HOXA5	1670	3.35560915247068e-07
HOXA6	989	4.32420177888764e-07
HOXA7	2016	3.2185954537848e-07
HOXA9	2064	2.2577800667353e-06
HOXB-AS1	806	4.02524096453483e-07
HOXB-AS2	845	3.14137686462998e-07
HOXB-AS3	434	2.51446870641721e-06
HOXB-AS4	566	2.99630248155103e-06
HOXB1	2034	7.25025524585473e-09
HOXB13	3039	2.46026282304204e-06
HOXB2	1682	4.07691076937091e-06
HOXB3	3301	6.37503676331045e-06
HOXB4	2002	1.91519729481409e-07
HOXB5	1859	2.77646945106185e-07
HOXB6	1676	1.2934438054893e-06
HOXB7	1363	5.84254611286648e-06
HOXB8	2176	6.03163927452252e-07
HOXB9	2586	1.38859209896044e-05
HOXC-AS1	548	5.65122997393137e-07
HOXC-AS2	504	7.02239008098501e-07
HOXC-AS3	368	5.20954481551334e-07
HOXC10	1976	1.641874603955e-06
HOXC11	3261	1.85863995059741e-06
HOXC12	3266	4.51531511637126e-09
HOXC13	2357	2.68412016290174e-06
HOXC13-AS	1408	4.81791819476671e-07
HOXC4	1708	1.09652894297348e-06
HOXC5	1611	3.66158142025289e-08
HOXC6	1651	2.48314435449973e-06
HOXC8	2417	2.35513007846357e-06
HOXC9	1474	5.52262861728482e-06
HOXD-AS2	999	1.91903152363254e-06
HOXD1	1886	8.60112464850232e-08
HOXD10	1785	7.84855361992443e-07
HOXD11	1705	1.20224965668007e-06
HOXD12	2549	6.36395491842895e-08
HOXD13	2416	1.83116959893235e-08
HOXD3	2449	6.0216493140337e-09
HOXD4	1136	1.29815309595674e-08
HOXD8	2618	2.53481994901865e-06
HOXD9	1871	1.33992157077052e-06
HP	1534	1.92268828814453e-08
HP1BP3	6406	1.57714374545956e-05
HPCA	1412	1.35772839384484e-07
HPCAL1	1749	2.19814059327437e-05
HPCAL4	4600	1.41058444235438e-06
HPD	1419	2.7020612996602e-07
HPDL	1816	3.00462394984876e-07
HPF1	1216	4.71759083647751e-06
HPGD	2619	5.6307824246157e-09
HPGDS	1596	6.46799086406514e-08
HPN	1746	1.09800257280006e-07
HPN-AS1	3318	5.77791588941805e-08
HPR	1242	3.56208192513733e-08
HPRT1	1395	7.60079339303174e-06
HPRT1P1	657	2.24459956926462e-08
HPRT1P2	544	2.71084911214495e-08
HPRT1P3	576	2.56024638369245e-08
HPS1	3703	2.24212038691563e-06
HPS1-AS1	1122	8.41184694192857e-07
HPS3	4611	1.77181709395315e-06
HPS4	5066	3.0349866140374e-05
HPS5	4840	7.44358839513996e-06
HPS6	2688	9.77099744862056e-06
HPSE	4581	9.49655240159401e-07
HPX	1575	3.08985163563341e-07
HPYR1	2147	7.55552915094335e-08
HR	5474	7.87190171993793e-06
HRAS	1151	1.3798904992323e-05
HRC	2357	3.12834517820716e-08
HRCT1	935	4.73166390483482e-07
HRG	1947	8.33164924862629e-08
HRG-AS1	729	4.04582144583499e-08
HRH1	4617	6.75545712469026e-06
HRH2	4664	3.31997644266123e-07
HRH3	2692	6.02589936369814e-08
HRH4	3664	1.20745244296413e-08
HRK	5789	4.35608961492783e-07
HRNR	9629	4.65582493270416e-07
HROB	2698	9.05700917894869e-06
HRURF	553	2.66673041050064e-08
HS1BP3	2383	6.38645563722649e-06
HS1BP3-IT1	600	2.97398219929715e-06
HS2ST1	6759	4.95494607711579e-06
HS3ST1	7160	2.05963954889225e-09
HS3ST2	2329	6.33191033493711e-09
HS3ST3A1	4186	4.93211343480553e-08
HS3ST3B1	5369	2.74669755449218e-09
HS3ST4	3267	9.47925933796875e-08
HS3ST5	3869	5.14563863520096e-07
HS3ST6	1273	1.04260151241647e-07
HS6ST1	4223	7.99684439958725e-06
HS6ST1P1	1234	5.2582564301703e-07
HS6ST2	4173	5.05349566575557e-07
HS6ST2-AS1	550	2.68127621273973e-08
HSBP1	8649	3.76476105070081e-06
HSBP1L1	689	8.56140445286997e-08
HSBP1P1	166	1.77674929759862e-07
HSBP1P2	229	6.43974636247534e-08
HSCB	1106	1.18669503267278e-05
HSD11B1	1384	4.26214426880593e-08
HSD11B1-AS1	449	3.28441406905758e-08
HSD11B1L	1697	2.58094560607564e-06
HSD11B2	1896	2.80006693102567e-07
HSD17B1	1274	1.01863240735167e-06
HSD17B1-AS1	2411	2.66070233885517e-06
HSD17B10	954	6.24043148737596e-05
HSD17B11	1782	1.79662057341295e-05
HSD17B12	2396	8.68449250791598e-06
HSD17B13	2368	8.71867687419592e-08
HSD17B14	1050	2.38761262753491e-06
HSD17B1P1	955	1.21991048631981e-06
HSD17B2	1434	3.08515045398923e-08
HSD17B3	1159	1.27239164538986e-08
HSD17B3-AS1	1072	1.37565477332729e-08
HSD17B4	2628	1.22050101578764e-05
HSD17B6	1512	4.19392740947716e-07
HSD17B7	1528	6.67862386497868e-06
HSD17B7P1	1017	5.80020419668379e-08
HSD17B7P2	1033	2.85518280156216e-08
HSD17B8	990	4.29004194038357e-06
HSD3B1	1669	8.83584132418726e-09
HSD3B2	1675	8.80419054929465e-09
HSD3B7	2171	2.85294705270787e-07
HSD3BP1	1111	3.98209338525703e-08
HSD3BP2	1118	1.31905359302939e-08
HSD3BP3	994	1.48360353823627e-08
HSD3BP4	1120	3.95009442055407e-08
HSD3BP5	1132	1.17246618843301e-07
HSDL1	3648	8.31136826032371e-06
HSDL2	3174	7.34563242214189e-06
HSDL2-AS1	754	7.62776853624234e-07
HSF1	2134	8.26634692185378e-05
HSF2	2596	5.61250190293825e-06
HSF2BP	1900	1.21856947878987e-06
HSF4	1702	6.7583284093146e-07
HSF5	4118	3.58111198884617e-09
HSFX1	1963	3.75624533114328e-08
HSFX2	1966	7.50102704479579e-09
HSFX3	1256	1.174125730101e-08
HSFX4	1256	2.348251460202e-08
HSFY1	1395	1.05713399068592e-08
HSFY1P1	1178	1.25186919949648e-08
HSFY2	1444	1.02126171537871e-08
HSFY3P	1191	1.23820480017368e-08
HSFY4P	1181	1.24868917612773e-08
HSFY5P	309	4.77249811329079e-08
HSFY6P	403	3.65930996775894e-08
HSFY7P	318	4.63742741197124e-08
HSFY8P	318	4.63742741197124e-08
HSH2D	1957	3.01420933470997e-08
HSP90AA1	3228	0.000168978545558394
HSP90AA2P	2196	2.82046814728087e-07
HSP90AA3P	2167	6.80526957548156e-09
HSP90AA4P	2228	6.61894935819952e-09
HSP90AA5P	2192	6.72765473087068e-09
HSP90AA6P	735	2.00639716599572e-08
HSP90AB1	2555	0.00104307311560722
HSP90AB2P	2176	1.55873823948335e-07
HSP90AB3P	2173	8.41523413294293e-07
HSP90AB4P	1574	2.06120979505405e-07
HSP90AB6P	1980	7.44798947983259e-09
HSP90AB7P	2454	4.20656618543112e-08
HSP90B1	2782	0.000107098768983488
HSP90B2P	2384	1.91760735852401e-07
HSP90B3P	1567	9.41098862161361e-09
HSPA12A	5714	4.44681729611972e-06
HSPA12A-AS1	827	1.78319457921022e-08
HSPA12B	3133	1.32737293519289e-06
HSPA13	3945	2.0926188419276e-05
HSPA14	1762	1.00350033966584e-05
HSPA1A	2483	1.42540660524223e-07
HSPA1B	1929	3.05796146605879e-08
HSPA1L	2544	4.05774898547483e-08
HSPA2	2497	6.49648421588922e-08
HSPA2-AS1	558	4.22853596274366e-07
HSPA4	4774	7.02166930780955e-05
HSPA4L	10608	2.78035806373841e-08
HSPA5	3921	7.52808813333567e-05
HSPA5-DT	603	6.8477037605625e-07
HSPA5P1	1960	4.51439362349037e-08
HSPA6	2355	1.68385284706218e-05
HSPA7	1927	1.91320954463785e-07
HSPA8	2264	0.000788314155493981
HSPA8P1	1833	3.78128696668424e-07
HSPA8P11	1898	7.76976773976213e-09
HSPA8P13	472	2.49949477458789e-07
HSPA8P14	1805	8.17009372302966e-09
HSPA8P15	786	5.81625438005247e-07
HSPA8P16	1865	7.90724888475525e-09
HSPA8P17	1382	1.06707808755923e-08
HSPA8P18	1928	2.29466065924303e-08
HSPA8P19	1517	5.83270369284187e-08
HSPA8P20	1007	1.46445076167513e-08
HSPA8P3	780	1.32345043833948e-07
HSPA8P4	1920	6.91266523596962e-08
HSPA8P5	2069	5.70208571099798e-08
HSPA8P6	1552	9.501945341539e-09
HSPA8P7	1948	7.57033838299206e-09
HSPA8P8	1942	7.59372768798586e-09
HSPA8P9	1943	5.31287360733298e-08
HSPA9	4404	7.62163722365872e-05
HSPA9P1	2029	3.63406090933182e-08
HSPB1	777	0.000269678758542476
HSPB1P1	256	1.440138590827e-06
HSPB1P2	546	1.35045963095866e-07
HSPB2	843	1.74934984223826e-08
HSPB2-C11orf52	892	3.30650654037411e-08
HSPB3	679	6.29843234067728e-07
HSPB6	1460	2.02013961233815e-07
HSPB7	2144	1.71956846665911e-07
HSPB8	1861	1.98740054156539e-05
HSPB9	549	5.90955230858848e-07
HSPBAP1	1964	2.26761700069282e-06
HSPBP1	1635	3.52936305886717e-05
HSPD1	2245	0.000188919497252192
HSPD1P1	1726	4.18658134028597e-07
HSPD1P10	1676	2.63968123569246e-08
HSPD1P11	1702	1.05707187940562e-06
HSPD1P12	1069	6.89757678674861e-08
HSPD1P13	1639	8.99757118369038e-09
HSPD1P14	1618	9.11435053774322e-09
HSPD1P15	1122	1.31435108467634e-08
HSPD1P16	394	7.48579653302971e-08
HSPD1P18	244	6.04386031560186e-08
HSPD1P2	1553	9.49582689637381e-09
HSPD1P21	245	6.01919149798716e-08
HSPD1P3	1556	9.47751874683067e-09
HSPD1P4	1702	2.33942137245505e-07
HSPD1P5	1720	4.2869241773455e-08
HSPD1P6	1683	2.62870216935268e-08
HSPD1P7	1686	8.7467492111913e-09
HSPD1P8	1658	8.89446270812336e-09
HSPD1P9	1636	9.0140703973524e-09
HSPE1	557	6.00206327801532e-05
HSPE1-MOB4	890	1.65696844607512e-08
HSPE1P1	318	4.63742741197124e-08
HSPE1P10	558	2.64283497671479e-08
HSPE1P11	310	2.85426177485197e-07
HSPE1P12	301	4.89934191696629e-08
HSPE1P13	297	3.47572842392188e-07
HSPE1P14	302	4.88311893048627e-08
HSPE1P16	348	4.2376491868013e-08
HSPE1P18	280	5.26679256073876e-08
HSPE1P19	295	4.99898954917577e-08
HSPE1P2	306	4.33735857943192e-07
HSPE1P20	289	1.02055495986633e-07
HSPE1P21	308	4.78799323703524e-08
HSPE1P22	327	3.15685425658959e-07
HSPE1P23	286	5.15630040911487e-08
HSPE1P24	238	6.1962265420456e-08
HSPE1P25	251	3.52518386535503e-07
HSPE1P26	275	4.82629718293152e-07
HSPE1P27	296	9.9642021419382e-07
HSPE1P28	211	4.19346516684413e-07
HSPE1P3	309	4.29524830196171e-07
HSPE1P4	308	9.57598647407047e-08
HSPE1P5	272	5.4216982242899e-08
HSPE1P6	291	1.52031125464624e-07
HSPE1P7	321	1.37822609066061e-07
HSPE1P8	288	1.02409855347698e-07
HSPE1P9	311	4.74180680709599e-08
HSPG2	14341	1.58164634164162e-05
HSPH1	5244	2.4097484223554e-05
HTATIP2	1830	1.21683054354117e-05
HTATSF1	2694	1.1999059398957e-05
HTATSF1P1	995	1.48211247940387e-08
HTATSF1P2	631	5.14159146975448e-07
HTD2	3127	2.82961672594855e-08
HTN1	623	2.36709778010731e-08
HTN3	775	1.90284118323465e-08
HTR1A	4572	3.22550725504561e-09
HTR1B	2568	5.74260871108588e-09
HTR1D	3319	3.15912341968024e-06
HTR1DP1	888	4.81603103527013e-07
HTR1E	1826	8.07613317090281e-09
HTR1F	3386	1.30658764058493e-08
HTR2A	5415	1.55231780737563e-07
HTR2A-AS1	294	1.00319858299786e-07
HTR2B	2170	6.93177859606908e-07
HTR2C	4743	1.30587140025907e-07
HTR3A	2205	2.60831631579443e-07
HTR3B	4406	3.34703113256208e-09
HTR3C	1699	8.67982293706211e-09
HTR3C2P	1057	1.39517683728179e-08
HTR3D	1609	9.16533198885552e-09
HTR3E	2139	2.06830563395071e-08
HTR3E-AS1	515	2.86349886797447e-08
HTR5A	4555	3.2375453721336e-09
HTR5A-AS1	3629	4.06365918161161e-09
HTR5BP	1154	5.11161842983311e-08
HTR6	3800	5.04503287397081e-08
HTR7	3467	4.25353884340021e-09
HTR7P1	1336	7.74880797708691e-06
HTRA1	2091	1.49515450217816e-06
HTRA2	1785	1.59532179369201e-05
HTRA3	2539	2.25938970348825e-06
HTRA4	2032	2.90295652954105e-08
HTT	13472	5.47102151217358e-06
HTT-AS	1985	2.97169152041683e-08
HULC	1783	3.72190612817209e-07
HUNK	7680	3.12030028012518e-06
HUNK-AS1	616	9.57598647407047e-08
HUS1	3007	8.18515962582121e-06
HUS1B	1162	9.89903180090659e-07
HUWE1	14731	2.97773460874135e-05
HVCN1	1685	3.50077606411122e-08
HYAL1	2031	2.97699549961994e-07
HYAL2	1882	3.46578457966063e-05
HYAL3	1878	2.85046217185031e-06
HYAL4	2410	1.83572852739442e-08
HYAL6P	1279	1.15301166302334e-08
HYDIN	21046	7.07711173703754e-08
HYDIN2	14154	2.50055433150802e-08
HYI	1221	1.20778207781069e-08
HYI-AS1	545	8.11762523123038e-08
HYKK	4197	1.47575602845575e-07
HYLS1	1451	1.08951099588652e-05
HYMAI	3347	5.72785327788739e-07
HYOU1	4367	3.75918977332729e-05
HYPK	3011	3.76634265751667e-06
IAH1	2176	4.97440812078598e-06
IAPP	1942	3.03749107519434e-08
IARS1	4483	7.07449016889346e-05
IARS2	3530	3.27525864853647e-05
IARS2P1	3173	9.29531621183015e-09
IATPR	1202	2.20837225508514e-07
IBA57	7828	3.61705120165196e-06
IBA57-DT	446	8.59691700497269e-07
IBSP	1573	9.37509165293613e-09
IBTK	6040	6.22109351743951e-06
ICA1	2344	1.76158932065665e-07
ICA1-AS1	429	3.43753360607658e-08
ICA1L	7961	2.88975630012648e-07
ICAM1	2967	2.98220812337078e-08
ICAM2	1135	1.03943747454228e-07
ICAM4	1290	1.14317978062547e-08
ICAM4-AS1	3219	4.58124236410952e-09
ICAM5	3029	4.8686098283488e-09
ICE1	7930	1.51970543074149e-05
ICE2	7206	4.70693090357447e-06
ICE2P1	1849	7.97567288808466e-09
ICE2P2	2787	5.29135958739452e-09
ICMT	4795	1.53252130395102e-05
ICMT-DT	2040	5.78314477257589e-07
ICOS	2630	2.8036158118001e-08
ICOSLG	7078	7.70895322538197e-08
ID1	983	0.000298660892815589
ID2	1299	9.91081426902989e-06
ID2-AS1	5116	3.74728790482586e-08
ID2B	405	7.28247860250298e-08
ID3	950	0.000122633106782675
ID4	3873	5.44112842603355e-06
IDE	5894	9.59031633506493e-06
IDH1	2318	1.94994019655997e-05
IDH1-AS1	497	1.78032424588352e-07
IDH2	2658	4.27763422878963e-06
IDH2-DT	652	2.26181275614548e-08
IDH3A	4083	6.27732532882172e-06
IDH3B	1542	4.2682196210127e-05
IDH3B-DT	872	1.5220547308557e-07
IDH3G	1335	1.17865688797477e-05
IDI1	2739	5.10950025279118e-06
IDI1P1	652	6.78543826843644e-08
IDI1P2	669	2.20433769358274e-08
IDI1P3	687	2.14658212082511e-08
IDI2	1356	6.52522972126926e-08
IDI2-AS1	2149	3.63700333184566e-07
IDNK	936	1.32345043833948e-06
IDO1	1849	7.97567288808466e-09
IDO2	2599	5.67411280110371e-09
IDS	7580	2.95718590217733e-06
IDSP1	376	1.96103978325379e-07
IDUA	2174	1.5601722213044e-07
IER2	2110	3.64412122998755e-05
IER3	1244	1.41661478361993e-05
IER3-AS1	572	1.28907510227872e-07
IER3IP1	3679	2.75780081245098e-06
IER5	4201	4.8320094947868e-05
IER5L	2710	5.02269324500858e-06
IER5L-AS1	3339	4.4165975352107e-09
IFFO1	2673	2.52679939389876e-06
IFFO2	6179	8.33890354106157e-06
IFI16	2883	4.91567305668951e-06
IFI27	725	1.22044296579878e-07
IFI27L1	647	1.7550548316774e-06
IFI27L2	511	6.43558762216298e-06
IFI30	988	1.49261327632273e-08
IFI35	1182	4.74100447091882e-07
IFI44	1682	9.12701959336584e-06
IFI44L	5829	6.57784351384083e-08
IFI6	812	8.35422268255114e-06
IFIH1	3581	7.61853824759195e-07
IFIT1	4302	1.53571933709686e-06
IFIT1B	1972	2.24346133418892e-08
IFIT1P1	1449	1.22128523147565e-07
IFIT2	3393	6.21521880730858e-07
IFIT3	2390	3.7823944565908e-06
IFIT5	4029	6.99467700024844e-06
IFIT6P	1194	1.23509373283656e-08
IFITM1	668	2.20763760030966e-07
IFITM10	3020	1.46493567914588e-08
IFITM2	1006	9.45509678399026e-06
IFITM3	611	3.77002355869837e-05
IFITM3P1	385	2.29823675377691e-07
IFITM3P2	402	6.60314291197098e-07
IFITM3P3	399	1.8479973897329e-07
IFITM3P4	389	3.79100749873227e-08
IFITM3P5	395	1.04535832091625e-06
IFITM3P6	404	1.09507568094568e-07
IFITM3P7	402	3.66841272887277e-08
IFITM3P8	394	3.74289826651486e-08
IFITM3P9	372	3.96425246507219e-08
IFITM4P	421	3.502854909755e-08
IFITM5	736	1.20220264973385e-07
IFITM8P	394	3.74289826651486e-08
IFITM9P	396	1.86199736995815e-07
IFNA1	878	1.67961493964334e-08
IFNA10	963	1.53136232295623e-08
IFNA11P	526	2.8036158118001e-08
IFNA12P	571	2.58266535377733e-08
IFNA13	686	2.14971124928113e-08
IFNA14	1004	1.46882661056459e-08
IFNA16	939	1.57050257402221e-08
IFNA17	980	1.50479787449679e-08
IFNA2	1144	1.28907510227872e-08
IFNA20P	528	8.37898816481166e-08
IFNA21	1024	1.440138590827e-08
IFNA22P	570	2.58719634562606e-08
IFNA4	970	1.52031125464624e-08
IFNA5	988	1.49261327632273e-08
IFNA6	570	2.58719634562606e-08
IFNA7	737	2.00095239756696e-08
IFNA8	1069	1.37951535734972e-08
IFNAR1	6075	4.60738146251688e-06
IFNAR2	4074	4.56093376393872e-07
IFNB1	839	1.75769000835143e-08
IFNE	1475	2.99939372950546e-08
IFNG	1211	1.21775550537312e-08
IFNG-AS1	494	2.98522655264545e-08
IFNGR1	2074	1.00612498195019e-05
IFNGR2	1557	2.247570744417e-05
IFNK	1164	1.26692604553853e-08
IFNL1	775	7.6113647329386e-08
IFNL2	951	1.55068550684212e-08
IFNL3	709	4.15994899014627e-08
IFNL3P1	501	1.47175840020644e-07
IFNL4	1493	9.87744083728636e-09
IFNL4P1	540	2.73092947593862e-08
IFNLR1	4566	4.52164407317038e-07
IFNNP1	553	2.66673041050064e-08
IFNW1	1201	1.22789501832377e-08
IFNWP15	600	2.45783652834476e-08
IFNWP18	591	2.4952655110099e-08
IFNWP19	566	2.60548041874002e-08
IFNWP2	580	2.54258951208078e-08
IFNWP4	294	5.0159929149893e-08
IFNWP5	588	2.50799645749465e-08
IFNWP9	591	2.4952655110099e-08
IFRD1	3269	1.29921735117153e-06
IFRD2	1943	5.65821039180962e-05
IFT122	4075	3.13758665532501e-06
IFT140	5232	3.96579815984068e-06
IFT172	5395	8.61040044220869e-07
IFT20	860	1.17976153360548e-05
IFT22	4881	3.96396008013315e-06
IFT27	1073	3.44967550017446e-06
IFT43	816	1.10421920501371e-05
IFT46	1562	1.19524495962271e-05
IFT52	1754	1.33345338675762e-05
IFT57	3057	1.08685097121899e-05
IFT74	5325	2.47306819133731e-06
IFT74-AS1	405	2.18474358075089e-07
IFT80	3999	9.14543824500374e-07
IFT81	3124	1.76548821050116e-06
IFT88	2850	1.87830454692452e-06
IFTAP	866	6.89670065112905e-06
IGBP1	1682	2.00601544953132e-05
IGBP1-AS1	542	4.89753404172018e-07
IGBP1-AS2	513	1.72479756375071e-07
IGBP1P1	1009	4.38464395542176e-08
IGBP1P3	1000	1.47470191700685e-08
IGBP1P4	879	1.6777041149111e-08
IGBP1P5	1000	1.47470191700685e-08
IGDCC3	4441	9.62989317568087e-08
IGDCC4	6363	2.14611657260466e-06
IGF1	7277	3.24243928433553e-08
IGF1R	12235	1.01692358592455e-05
IGF2	5580	7.37350958503427e-07
IGF2-AS	2063	2.85933478818585e-08
IGF2BP1	8796	5.26439747544511e-07
IGF2BP2	4283	3.12810341256298e-05
IGF2BP2-AS1	1531	2.14799822006877e-06
IGF2BP3	4274	2.48428961217813e-07
IGF2R	14061	1.27637595690018e-05
IGFALS	2058	1.57645491613949e-07
IGFBP1	1514	9.74043538313641e-09
IGFBP2	1414	3.12878765984481e-08
IGFBP3	2613	1.69311356717205e-08
IGFBP4	2205	1.06138410081174e-05
IGFBP5	6239	6.11721199104622e-06
IGFBP6	947	2.62238440152011e-05
IGFBP7	1427	4.06137248341761e-06
IGFBP7-AS1	2776	4.24986143229641e-08
IGFBPL1	3566	2.62187609473456e-06
IGFL1	779	2.27168459615947e-07
IGFL1P1	360	8.60242784920664e-07
IGFL1P2	330	4.46879368789955e-08
IGFL2	602	1.76376309010786e-06
IGFL2-AS1	1665	1.56770113699828e-06
IGFL3	680	3.03615100560234e-06
IGFL4	1125	1.9662692226758e-07
IGFLR1	1647	8.95386713422497e-08
IGFN1	11811	4.12032539676794e-08
IGHA1	1112	1.32617078867523e-08
IGHA2	1071	1.37693923156569e-08
IGHD	1678	8.78845004175717e-09
IGHD1-1	17	8.67471715886384e-07
IGHD1-14	17	8.67471715886384e-07
IGHD1-20	17	8.67471715886384e-07
IGHD1-26	20	7.37350958503427e-07
IGHD1-7	17	8.67471715886384e-07
IGHD1OR15-1A	17	8.67471715886384e-07
IGHD1OR15-1B	17	8.67471715886384e-07
IGHD2-15	31	4.75710295808662e-07
IGHD2-2	31	4.75710295808662e-07
IGHD2-21	28	5.26679256073876e-07
IGHD2-8	31	4.75710295808662e-07
IGHD2OR15-2A	31	4.75710295808662e-07
IGHD2OR15-2B	31	4.75710295808662e-07
IGHD3-10	31	4.75710295808662e-07
IGHD3-16	37	3.98568085677528e-07
IGHD3-22	31	4.75710295808662e-07
IGHD3-3	31	4.75710295808662e-07
IGHD3-9	31	4.75710295808662e-07
IGHD3OR15-3A	31	4.75710295808662e-07
IGHD3OR15-3B	31	4.75710295808662e-07
IGHD4-11	16	9.21688698129283e-07
IGHD4-17	16	9.21688698129283e-07
IGHD4-23	19	7.76158903687817e-07
IGHD4-4	16	9.21688698129283e-07
IGHD4OR15-4A	19	7.76158903687817e-07
IGHD4OR15-4B	19	7.76158903687817e-07
IGHD5-12	23	6.41174746524719e-07
IGHD5-18	20	7.37350958503427e-07
IGHD5-24	20	7.37350958503427e-07
IGHD5-5	20	7.37350958503427e-07
IGHD5OR15-5A	23	6.41174746524719e-07
IGHD5OR15-5B	23	6.41174746524719e-07
IGHD6-13	21	7.02239008098501e-07
IGHD6-19	21	7.02239008098501e-07
IGHD6-25	18	8.19278842781585e-07
IGHD6-6	18	8.19278842781585e-07
IGHD7-27	11	1.34063810636987e-06
