GeneID	Length	TPM
GJB2	2290	1.25019785650968e-07
GJB3	2192	3.31747301650284e-05
GJB4	1444	1.41618178245309e-07
GJB5	1355	2.1128805102636e-07
GJB6	2064	1.9815566800991e-08
GJB7	2279	1.25623215945905e-07
GJC1	7692	9.42832705906545e-05
GJC2	2165	1.13346872639017e-06
GJC3	1119	5.48248389775407e-07
GJD2	2922	1.3997032812199e-08
GJD2-DT	3104	6.58816525084493e-08
GJD3	4086	1.40134757288653e-07
GJD3-AS1	2094	1.95316761591429e-08
GJD4	1649	5.20852593949152e-07
GJE1	1288	3.17541381034513e-08
GK	4515	1.76641624054548e-06
GK-AS1	651	6.28253915165059e-08
GK-IT1	397	1.03020982058552e-07
GK2	1868	2.18947162083754e-08
GK3P	1898	7.54202605744777e-07
GK4P	1570	2.08404228673862e-07
GK5	9815	1.01425337668075e-05
GKAP1	1801	5.58647148795244e-06
GKN1	753	5.43151791198477e-08
GKN2	723	1.69706762976122e-07
GKN3P	546	7.49071975773724e-08
GLA	1318	1.73775604941255e-05
GLB1	2523	3.68466812568286e-05
GLB1L	2725	1.07013659458627e-05
GLB1L2	3251	2.01288612130398e-07
GLB1L3	2946	1.36053439510185e-06
GLCCI1	4741	2.78643399079313e-06
GLCCI1-DT	568	3.60029312299695e-07
GLCE	5044	3.83694744209209e-05
GLDC	3843	2.76706369192917e-07
GLDCP1	2678	1.5272341253639e-08
GLDN	4932	9.12191055656323e-08
GLE1	3302	5.8289596124263e-05
GLG1	9287	0.000181001664472357
GLI1	3972	1.47348794195212e-05
GLI2	7136	0.000194575581558661
GLI3	8405	5.92687493045625e-05
GLI4	1335	7.19950750648139e-06
GLIDR	644	2.79436415310372e-06
GLIPR1	5812	6.65001148210544e-06
GLIPR1-AS1	1482	6.8993471452843e-07
GLIPR1L1	1172	1.04691117433222e-07
GLIPR1L2	2590	1.57912470568515e-08
GLIPR2	1895	1.13741144302418e-05
GLIS1	2870	2.28010201406246e-07
GLIS2	4469	1.70223212288378e-06
GLIS2-AS1	340	1.2029214669778e-07
GLIS3	7684	8.83561785479272e-07
GLIS3-AS1	734	5.57211578709064e-08
GLIS3-AS2	873	4.68491751171195e-08
GLMN	2006	5.64761434496359e-06
GLMP	1611	5.66142182658331e-06
GLO1	2016	7.7477450794246e-05
GLOD4	1765	6.6157272974241e-05
GLOD5	740	1.1053872939796e-07
GLP1R	6682	6.73290375111791e-08
GLP2R	4196	3.73318478145495e-06
GLRA1	1812	5.64284352611001e-07
GLRA2	3208	7.64950060048229e-08
GLRA3	8697	4.70269401831037e-09
GLRA4	1374	8.92998468935488e-08
GLRB	3033	5.85239339489762e-06
GLRX	932	2.04935483397785e-05
GLRX2	682	4.9774844278759e-06
GLRX3	1318	8.82531822237373e-05
GLRX3P2	1038	3.94020519048606e-08
GLRX5	1103	5.10963522854434e-05
GLRX5P1	303	1.34981286723582e-07
GLRX5P2	173	1.41847386857498e-06
GLRX5P3	478	5.13380709756218e-07
GLRXP1	334	1.22453083464806e-07
GLRXP2	321	1.27412242608241e-07
GLRXP3	321	1.27412242608241e-07
GLS2	2387	2.22744569922157e-07
GLT1D1	2783	1.64596656351113e-06
GLT6D1	1534	2.66618838834715e-08
GLT8D1	1856	4.2463905535265e-05
GLT8D2	1927	3.88405675533778e-06
GLTP	2407	6.0015136321741e-05
GLTPD2	1217	6.72133605213564e-07
GLTPP1	622	6.57545496418735e-08
GLUD1	3300	0.000113724924531395
GLUD1P2	201	2.03479253120624e-07
GLUD1P3	200	1.63597319508981e-06
GLUD1P4	418	9.78452867876683e-08
GLUD1P9	1173	3.48672888979074e-08
GLUD2	2485	5.74401051394713e-06
GLUL	7554	7.85067888827187e-07
GLULP3	1043	3.921316383245e-08
GLULP4	1122	1.8226082832997e-07
GLULP5	1390	2.94239783289535e-08
GLULP6	913	4.47966373244746e-08
GLYAT	2024	1.01035893965527e-07
GLYATL1	1617	7.58800183251305e-08
GLYATL1B	909	4.4993762241194e-08
GLYATL1P1	1607	7.63522026333143e-08
GLYATL1P2	902	3.67277796015174e-06
GLYATL1P4	906	4.51427482088801e-08
GLYATL2	1560	1.31087595760402e-07
GLYATL3	2179	1.87697704806082e-08
GLYCAM1	285	1.43506420621913e-07
GLYCTK	3791	7.12043200184171e-06
GLYCTK-AS1	445	2.297715161643e-06
GLYR1	3718	0.000129914224273875
GM2A	3603	2.53364707982269e-05
GM2AP1	521	7.85015928545976e-08
GM2AP2	562	7.27746083225006e-08
GMCL1	4161	3.70659391893997e-05
GMCL1P2	823	4.96954190489008e-08
GMCL2	2867	1.42655493119098e-08
GMDS	1665	9.35894575569398e-06
GMDS-DT	2260	1.84589895906152e-06
GMEB1	6358	2.73777206602007e-05
GMEB2	4280	3.95710572480544e-05
GMFB	4085	3.56730262797124e-05
GMFBP1	427	9.57829739513942e-08
GMFG	614	8.65946723785325e-07
GMIP	3528	4.25455047192433e-06
GML	728	5.61803981830293e-08
GMNC	3642	1.45988821637614e-07
GMNN	1263	2.12754233803248e-05
GMPPA	1522	3.88570505929676e-05
GMPPB	3144	3.85447564969077e-05
GMPR	1508	1.35607857683174e-07
GMPR2	2025	2.5589852323195e-05
GMPS	8631	4.99217286822824e-05
GMPSP1	579	2.11913626306971e-07
GNA11	4190	7.23791243531681e-05
GNA12	4369	0.000142028984412352
GNA13	6249	0.000124635291863079
GNA13P1	588	6.95566834647029e-08
GNA14	2497	4.91381616466704e-08
GNA14-AS1	605	6.76021981442072e-08
GNA15	2273	5.39806377614325e-08
GNA15-DT	2319	1.7636623491697e-08
GNAI1	10083	1.0481391292552e-05
GNAI2	2219	0.000191207592675324
GNAI2P1	315	1.29839142467445e-07
GNAI2P2	916	4.46499234467744e-08
GNAI3	9044	3.75392898397848e-05
GNAL	6227	1.069937503935e-05
GNAO1	3182	2.42028404019023e-05
GNAO1-AS1	1905	2.1469464502491e-08
GNAO1-DT	864	8.52069372442611e-07
GNAQ	6882	7.22067506551193e-06
GNAQP1	1067	3.83311432776432e-08
GNAS	1854	0.000513271147925495
GNAS-AS1	1156	6.29764768006027e-06
GNAT1	3599	1.13640816552502e-08
GNAT2	1515	3.32053965340012e-06
GNAT3	1239	3.30099514747743e-08
GNAZ	3170	3.60094730875053e-05
GNB1	3163	0.00010022469360687
GNB1-DT	988	4.55356911588764e-07
GNB1L	6642	2.99879157636532e-06
GNB2	1664	5.41473700237809e-05
GNB3	1657	1.90057236001683e-06
GNB4	6315	4.7874560008329e-05
GNB5	8934	5.28752249924092e-06
GNE	5263	5.04888744466014e-05
GNG10	1201	1.49839343430374e-06
GNG10P1	199	2.05524270739926e-07
GNG11	3019	1.40892027400911e-06
GNG12	4395	0.000101517813340357
GNG12-AS1	2232	7.87935118602845e-07
GNG13	985	1.12109838242195e-06
GNG14	425	1.05857089094047e-06
GNG2	3573	9.04295286958405e-07
GNG3	864	1.89348749431691e-06
GNG4	4978	6.65497332273377e-07
GNG5	806	2.222569042957e-05
GNG5P1	204	2.00486911162967e-07
GNG5P3	207	1.97581303754808e-07
GNG5P5	220	1.8590604489657e-07
GNG7	4193	4.04798995923129e-06
GNG8	435	9.40214479936674e-08
GNGT1	661	8.0437411256307e-06
GNGT2	993	1.21915424407499e-05
GNL1	7490	2.6767491997097e-05
GNL2	2350	0.00013070381590558
GNL2P1	2190	1.86754930946326e-08
GNL3	1933	0.000242793486984682
GNL3L	8684	9.11616109055689e-05
GNL3LP1	1643	1.41641623251081e-05
GNLY	777	1.57912470568515e-07
GNMT	1076	1.86251595165894e-06
GNPAT	2641	3.87467335679166e-05
GNPATP	1980	2.065622721073e-08
GNPDA1	2267	4.56982808024095e-05
GNPDA2	2235	2.30024419041152e-05
GNPNAT1	3867	3.21525634411238e-05
GNPTAB	5720	6.38658766544677e-05
GNPTG	1975	3.31957598953034e-05
GNRH1	502	3.74774735926949e-06
GNRH2	404	5.06179825213432e-07
GNRHR	4402	2.41568054704311e-07
GNRHR2	1187	1.68834638920389e-06
GNRHR2P1	631	6.48166876026075e-08
GNS	5081	9.16914518070659e-05
GOLGA1	4877	2.00429359045758e-05
GOLGA2	4359	0.000114506864377587
GOLGA2P1	2906	1.40740983748263e-08
GOLGA2P10	880	4.64765112241424e-08
GOLGA2P11	1621	4.39018099854453e-06
GOLGA2P2Y	1506	2.71575895599239e-08
GOLGA2P3Y	1653	2.4742486314123e-08
GOLGA2P4	777	1.00011231360059e-06
GOLGA2P5	2395	1.707696445814e-08
GOLGA2P6	2049	1.99606295154931e-08
GOLGA2P7	745	5.489842936543e-08
GOLGA2P8	779	1.57507047024051e-07
GOLGA2P9	1937	2.11147805251654e-08
GOLGA3	8938	0.000192214953101764
GOLGA4-AS1	2414	9.14898017138048e-07
GOLGA5	2879	2.10960419825319e-05
GOLGA5P1	980	4.17340100788218e-08
GOLGA6A	3176	2.57552455146381e-08
GOLGA6B	5380	3.80105296256927e-08
GOLGA6C	5603	7.29954129524279e-09
GOLGA6D	3178	6.43475926325446e-08
GOLGA6EP	2071	1.97485899938413e-08
GOLGA6FP	2129	1.92105823754088e-08
GOLGA6GP	1625	2.51688183859971e-08
GOLGA6L1	2620	1.5610431250857e-08
GOLGA6L10	1682	2.18843025502502e-07
GOLGA6L11P	1298	3.15094991350118e-08
GOLGA6L16P	1299	3.1485242399727e-08
GOLGA6L17P	1101	3.71474385806043e-08
GOLGA6L2	1242	3.29302172924681e-08
GOLGA6L22	2054	1.99120398623395e-08
GOLGA6L23P	1262	3.24083438013038e-08
GOLGA6L3	1679	1.70515371733602e-07
GOLGA6L4	4553	4.49147044555736e-08
GOLGA6L5P	1828	1.34242877058792e-07
GOLGA6L6	4013	1.01917094137168e-08
GOLGA6L7	2367	1.72789733321696e-08
GOLGA6L9	1710	9.08873997272119e-07
GOLGA7	2099	1.05609513070352e-05
GOLGA7B	6843	1.55397132370069e-07
GOLGA7B-DT	418	9.78452867876683e-08
GOLGA8A	5777	1.66372555325474e-06
GOLGA8B	5607	1.80170046008197e-06
GOLGA8CP	5237	7.80968682017287e-09
GOLGA8DP	1959	2.08776569051788e-08
GOLGA8EP	2184	1.87267993943431e-08
GOLGA8F	2009	2.03580536969862e-08
GOLGA8G	1947	2.10063327566745e-08
GOLGA8H	5188	3.54755174340023e-07
GOLGA8IP	2008	2.03681921699429e-07
GOLGA8J	5199	2.36003057572102e-08
GOLGA8K	5174	3.16191185753733e-08
GOLGA8M	1807	2.26338294838104e-08
GOLGA8N	5328	7.67630065263614e-09
GOLGA8O	5189	7.88192905709103e-09
GOLGA8Q	1899	2.15372985135573e-08
GOLGA8R	5172	2.37235092095391e-08
GOLGA8S	5186	2.36594657986379e-08
GOLGA8T	5255	7.78293622782975e-09
GOLGA8UP	1755	1.28174538076837e-06
GOLGA8VP	1798	5.09535589126972e-06
GOLGB1	11186	0.000138562659070085
GOLIM4	4310	0.000225847807674812
GOLM1	3046	9.96837245596419e-05
GOLM2	3974	9.08347975582706e-05
GOLM2P1	1312	2.18212888064571e-07
GOLPH3	2678	7.20243613521617e-05
GOLPH3-DT	1314	3.36158875703386e-06
GOLPH3L	3124	1.14947540436048e-05
GOLT1A	776	2.63526610033797e-07
GOLT1B	3253	2.9621525112447e-05
GON4L	7745	5.18304612969868e-05
GON7	1154	8.15151288714595e-07
GOPC	4597	5.86576641028233e-05
GORAB	2540	1.04663639449644e-05
GORAB-AS1	521	2.35504778563793e-07
GORASP1	3046	3.28295671535998e-05
GORASP2	2447	7.87566989708133e-05
GOSR1	5987	5.90434120810141e-05
GOSR2	3932	2.94679047665911e-05
GOSR2-DT	395	9.31883465557489e-07
GOT1	1978	8.39077252992222e-05
GOT1-DT	5667	3.24769691984479e-07
GOT1L1	1373	2.97882956134343e-08
GOT2	2421	0.000164019658727045
GOT2P1	1309	3.12447134279949e-08
GOT2P2	1251	3.26933092543927e-08
GOT2P3	1289	3.17295033958459e-08
GOT2P5	546	7.49071975773724e-08
GOT2P6	1275	1.60389528930374e-07
GOT2P7	1190	3.43691847707944e-08
GP1BA	2514	7.97162754170653e-07
GP1BB	959	5.94938114481306e-05
GP2	3337	1.22563170144577e-08
GP5	3493	1.1708940703477e-08
GP6	2268	3.06564641937024e-07
GP6-AS1	786	1.0406954167238e-07
GP9	877	4.66354958691509e-08
GPA33	2548	8.34680201576435e-07
GPAA1	2054	6.63070927415905e-05
GPAA1P1	931	4.39305369250755e-08
GPAA1P2	928	1.32217661241095e-07
GPALPP1	3442	4.53908890560945e-06
GPAM	6372	2.21120827726162e-05
GPANK1	2793	1.55074795345517e-05
GPAT2	2743	1.68637047361154e-05
GPAT2P1	1672	4.89226433938341e-08
GPAT2P2	863	2.27481788425003e-06
GPAT3	2928	5.31076680988001e-05
GPAT4	6298	5.98748525671963e-05
GPAT4-AS1	4033	8.11293426774021e-08
GPATCH1	3191	1.99946582916022e-05
GPATCH11	3839	2.31610167108964e-05
GPATCH11P1	791	5.17058531950004e-08
GPATCH2	5859	1.85125487001971e-05
GPATCH2L	14021	2.24230189548809e-05
GPATCH3	2125	1.53204078034293e-05
GPATCH4	2154	3.89625928078493e-05
GPATCH8	6832	7.60337220097911e-05
GPBAR1	1384	1.35937079071769e-06
GPBP1	4506	0.000104898702927502
GPBP1L1	3641	8.84822909758477e-05
GPC1	3719	0.000315317447227851
GPC1-AS1	934	1.40126183733603e-06
GPC2	2546	1.65460761090191e-06
GPC3	2267	8.47934937904954e-07
GPC3-AS1	492	8.31287192626938e-08
GPC4	4959	9.74029211232642e-06
GPC5	2943	5.69783392785273e-07
GPC5-AS1	393	1.0406954167238e-07
GPC5-AS2	1123	3.64197060349469e-08
GPC5-IT1	658	1.86471108862821e-07
GPC6	7121	2.47946084931987e-05
GPC6-AS1	698	7.03140341729146e-07
GPC6-AS2	587	4.180510719991e-07
GPCPD1	5434	1.28026794481403e-05
GPD1	2887	2.97501187191601e-07
GPD1L	3947	8.78708683453358e-06
GPD2	5812	9.32197905856622e-05
GPER1	2613	1.54644232371674e-05
GPHA2	752	5.4387406751656e-08
GPHB5	599	6.82793487099254e-08
GPHN	3557	3.98299911989817e-05
GPI	849	0.000705260529332004
GPIHBP1	2257	1.08726619079961e-07
GPKOW	1658	6.35691031927993e-05
GPLD1	5790	3.1292578817996e-06
GPM6A	2842	3.30993873038931e-07
GPM6A-DT	1213	3.37175019598065e-08
GPM6B	3118	5.77155392751377e-07
GPM6BP1	144	2.84023124147537e-07
GPM6BP2	144	2.84023124147537e-07
GPM6BP3	145	2.82064343981002e-07
GPN1	2445	3.89756395149209e-05
GPN2	4665	1.60353428393316e-05
GPN3	1457	1.61969206171383e-05
GPN3P1	535	7.64473455649445e-08
GPNMB	2650	1.77487657957857e-05
GPR101	8032	3.56443362974001e-08
GPR107	6729	4.57496293633565e-05
GPR108	2034	1.30499828369382e-05
GPR119	4342	2.82584038764938e-08
GPR12	4851	7.58800183251305e-08
GPR132	3654	1.45509383799723e-07
GPR135	4622	4.24744230659406e-06
GPR137	2166	4.02195626216679e-05
GPR137B	2033	9.45532958303262e-06
GPR137C	4200	2.0839182366025e-06
GPR139	4832	8.46426528916501e-09
GPR141	3718	1.87006080665188e-07
GPR141BP	831	4.92170034623891e-08
GPR142	1487	2.75045930579995e-08
GPR143	1645	2.7349095966547e-07
GPR143P	205	1.99508926230465e-07
GPR146	1883	1.32493846123843e-06
GPR148	1267	3.2280449784724e-08
GPR149	5527	7.39991494069935e-09
GPR15	2704	4.53764754555237e-08
GPR150	2056	1.98926701737575e-08
GPR151	3047	9.39597338827428e-08
GPR152	1429	2.86209446306825e-08
GPR153	4198	1.45066941846637e-05
GPR155	7346	1.35848577321643e-06
GPR155-DT	451	2.72057626677907e-07
GPR156	4573	1.23511862148427e-05
GPR157	5197	4.46217433911836e-06
GPR158	7023	9.03826854186028e-06
GPR158-AS1	2433	1.68102465586705e-08
GPR160	1962	1.0422866941194e-07
GPR160P1	995	1.23314562443956e-07
GPR160P2	1591	2.57066812553396e-08
GPR161	7815	2.55339514358388e-05
GPR162	2495	1.4146742157941e-05
GPR17	2016	3.7531627119496e-06
GPR171	1810	4.9711892668475e-07
GPR173	4787	6.01485862410293e-06
GPR174	5494	7.4443629190472e-09
GPR176	3912	0.000122426163819668
GPR176-DT	4811	8.50121178076186e-09
GPR179	7980	2.40885777472498e-07
GPR18	1394	2.14178700217999e-06
GPR180	8884	5.90195192510452e-06
GPR182	3411	2.99760553190013e-07
GPR183	1685	1.01944917201442e-06
GPR19	1910	4.90363693292627e-06
GPR199P	926	3.0917419993598e-07
GPR20	1515	2.69962573447164e-08
GPR21	1571	3.38441303885544e-07
GPR22	2970	6.19686816321899e-07
GPR25	1198	3.41396743549627e-08
GPR26	10306	3.96849698013248e-09
GPR27	2642	1.58364929842627e-05
GPR3	2137	1.42200290588644e-05
GPR31	2734	7.47976040183711e-08
GPR32	1269	3.22295743713517e-08
GPR32P1	811	5.04307396760115e-08
GPR33	1240	3.29833305461656e-08
GPR34	1926	7.00767334345325e-07
GPR35	3300	3.96599562446015e-07
GPR37	5298	1.55167333056367e-06
GPR37L1	6529	8.14353328846974e-08
GPR39	2576	9.55799556913886e-06
GPR4	3052	1.05866548502699e-06
GPR42	1665	2.45641620884356e-08
GPR45	1725	2.04141003039468e-05
GPR50	2020	2.02471930085373e-08
GPR50-AS1	1620	2.52464999242255e-08
GPR52	1582	4.39499752157504e-07
GPR53P	1084	3.77300091118499e-08
GPR55	3844	4.46870929980308e-07
GPR6	1783	2.29384912379391e-08
GPR61	4921	1.66223653230016e-08
GPR62	2119	1.44759308201671e-06
GPR63	5967	7.45742766992507e-06
GPR65	4511	3.44529934678635e-07
GPR68	3056	2.81049060020338e-07
GPR75	2094	2.62505727578881e-05
GPR78	4343	9.41729907373827e-09
GPR79	868	3.29833305461656e-07
GPR82	3318	1.97224013874601e-07
GPR83	4277	6.31132983843393e-07
GPR84	1509	8.13107949845832e-08
GPR84-AS1	546	5.99257580618979e-07
GPR85	3231	1.22786598517264e-06
GPR87	1493	7.42378995092665e-06
GPR88	3492	1.17122937792799e-08
GPR89A	2124	4.89097447684572e-06
GPR89B	2160	2.29111986812347e-06
GPR89P	1495	2.05180584668455e-06
GPRACR	3258	1.06704820121727e-06
GPRASP1	5901	4.31102917872337e-06
GPRASP2	3536	3.55208829335465e-05
GPRC5A	6582	6.0621978468916e-05
GPRC5B	5144	3.07699079752993e-06
GPRC5C	1813	7.55723966292178e-06
GPRC5D	1347	3.70431940981732e-06
GPRC5D-AS1	674	8.61677276345525e-06
GPRC6A	2908	1.4064418802354e-08
GPRIN1	4234	0.000110410803140509
GPRIN2	9279	9.25623372585572e-08
GPRIN3	14037	5.62340291109806e-07
GPS2	1371	1.25293351921539e-06
GPS2P1	986	5.3924065761074e-07
GPS2P2	888	4.60578039158168e-08
GPSM1	3566	3.88922118939257e-05
GPSM2	7152	3.61872146900459e-05
GPSM3	1476	6.29007309087716e-06
GPT	1828	1.87940027882309e-06
GPT2	3992	5.81217180344721e-05
GPX1	899	1.97899983276994e-05
GPX1P1	606	2.2271912309391e-06
GPX1P2	606	6.7490643361791e-08
GPX2	922	1.55257759837699e-06
GPX3	1603	1.16344943381309e-05
GPX5	1452	2.81675825600863e-08
GPX6	219	1.86754930946326e-07
GPX7	1229	2.79539764824134e-06
GPX8	3731	9.49969425666599e-05
GRAMD1A	2659	4.84516318590909e-05
GRAMD1A-AS1	565	7.23881944730006e-08
GRAMD1B	8330	5.73474397318398e-06
GRAMD1C	3807	2.77174339593625e-06
GRAMD2A	3284	1.12087079444339e-07
GRAMD2B	2905	4.63197229935068e-06
GRAMD4	4500	1.78684627863698e-05
GRAMD4P1	1110	3.68462431326535e-08
GRAMD4P2	1097	3.43002584202969e-06
GRAMD4P3	1669	5.29314275223786e-06
GRAMD4P4	1115	1.35719749368437e-06
GRAMD4P5	761	5.37441916915182e-08
GRAMD4P6	244	1.6762020441494e-07
GRAMD4P7	1232	3.31975080172446e-08
GRAMD4P8	1115	1.65064560042694e-06
GRAP	1988	1.02865517799913e-07
GRAP2	3891	2.73292875047129e-07
GRAPL	1199	3.41112008984532e-08
GRAPLDR	1486	2.75231022054141e-08
GRASLND	3048	6.62869716514409e-06
GRB10	5468	6.2448519594938e-05
GRB14	2415	2.33710456441402e-06
GRB2	3273	0.000205096456240522
GRB7	2233	6.96002926706369e-07
GREB1	8555	6.80779026828724e-06
GREB1L	9344	3.54980271087821e-06
GREB1L-DT	428	9.55591819561807e-08
GREM1	4138	1.97676799793356e-08
GREM1-AS1	1738	2.35324107464012e-08
GREM2	4176	2.84023124147537e-07
GREP1	2062	3.96695731108102e-07
GRHL1	3568	2.3613402339441e-06
GRHL2	5232	7.81715020589551e-09
GRHL3	2834	7.36014757847393e-07
GRHL3-AS1	856	2.38897954890452e-07
GRHPR	1250	0.000105552990547195
GRIA2	5611	7.28913382235704e-09
GRIA3	5148	7.94470277335768e-09
GRID1	6154	9.3243028628169e-06
GRID1-AS1	2100	2.14234585071285e-07
GRID2	5783	1.68250917824601e-05
GRID2IP	4657	2.98599359206859e-07
GRIFIN	592	6.90867058737252e-07
GRIK1	3643	1.17881680952807e-06
GRIK1-AS1	767	5.33237677669431e-08
GRIK2	4722	2.16536053987957e-07
GRIK3	9491	5.60205761673363e-08
GRIK4	5815	3.58704354899314e-07
GRIK5	4506	5.89981456285164e-07
GRIN2A	14706	9.56709470812756e-07
GRIN2B	30609	4.48958634347886e-07
GRIN2C	4271	7.28737767187631e-06
GRIN2D	5511	9.20253475735515e-07
GRIN3A	7838	3.91356180249222e-07
GRIN3B	3281	1.3712058172804e-07
GRINA	1858	0.000133814330637123
GRIP1	5147	1.83955602614772e-05
GRIP2	7724	7.46608688851837e-07
GRIPAP1	3031	5.75505252149295e-05
GRK1	2867	1.42655493119098e-07
GRK2	3403	7.72796623892705e-05
GRK3	9277	6.84271315106958e-05
GRK3-AS1	1008	3.6517258818969e-07
GRK4	2372	5.39691831854038e-06
GRK5	6798	7.3219306355704e-06
GRK5-IT1	400	1.22697989631736e-06
GRK6	3002	7.73436028358167e-05
GRK6P1	1711	1.19518789822459e-07
GRK7	6509	4.39845305178549e-08
GRM2	3356	5.11850969858255e-07
GRM3	4268	7.66622865552865e-08
GRM3-AS1	3684	1.11018810741708e-07
GRM4	7368	4.44075242966833e-08
GRM5	7996	5.62647109366807e-08
GRM5-AS1	4821	8.48357807036825e-09
GRM5P1	2194	1.86414447936396e-08
GRM6	6025	6.78827051904487e-09
GRM7-AS1	194	2.10821288027038e-07
GRM7-AS2	520	3.14610229824964e-07
GRM7-AS3	1316	1.18098368946453e-06
GRM8-AS1	1682	2.43158917225002e-08
GRN	2130	0.000181973215608758
GRP	858	4.76682166401461e-08
GRPEL2	4020	5.39321760396213e-05
GRPEL2-AS1	401	6.11960048038584e-07
GRPEL2P1	339	1.32711689867168e-06
GRPEL2P2	670	6.10437759361871e-08
GRPEL2P3	640	3.19526014665979e-07
GRPR	2417	5.0764579905559e-07
GRSF1	6610	6.99805477929871e-05
GRTP1	1415	3.46849440655084e-06
GRTP1-AS1	465	8.79555481231082e-08
GRWD1	5361	7.2529365630101e-05
GRXCR1	1545	2.64720581729743e-08
GRXCR2	2005	1.01993341339764e-07
GSAP	3200	3.91099841951158e-06
GSC	1140	3.30064767430401e-06
GSC2	2625	1.09064879672654e-07
GSDMA	2135	1.7240935311251e-07
GSDMB	1584	2.22054442515347e-06
GSDMC	2450	1.66936040315287e-08
GSDMD	1800	5.06924471978524e-05
GSDME	2250	3.09926033069792e-05
GSE1	7385	8.63011858465963e-05
GSEC	1587	1.88131763140448e-06
GSG1	2613	2.11305378240648e-06
GSG1L	5128	1.5951376707194e-07
GSG1L2	2668	1.5329583912011e-08
GSK3A	2193	2.93177138928544e-05
GSK3B	7743	0.000106767164511011
GSK3B-DT	969	4.0519459940305e-06
GSKIP	2169	9.48472241966547e-06
GSN	2595	2.10722173587195e-05
GSN-AS1	4763	3.34888487342551e-07
GSPT1	7141	9.8883479951077e-05
GSPT2	2791	4.4826603401825e-05
GSR	3034	0.000108597561467069
GSS	1909	5.32826785776371e-05
GSTA1	1218	3.35790885691669e-08
GSTA10P	692	5.91030778572909e-08
GSTA11P	669	6.11350222380349e-08
GSTA12P	508	8.05104918843412e-08
GSTA2	1221	3.34965846660486e-08
GSTA3	908	4.50433148427812e-08
GSTA4	1240	1.35891321850202e-05
GSTA5	892	4.58512666785262e-08
GSTA6P	582	7.02737626756793e-08
GSTA7P	448	9.12931470474226e-08
GSTA8P	637	1.926185080561e-07
GSTA9P	611	6.6938346771269e-08
GSTCD	4304	1.72757857148773e-05
GSTCD-AS1	389	1.05139665494204e-06
GSTK1	1032	2.15989678130801e-05
GSTM1	1164	3.51368813378396e-08
GSTM2	1166	1.75383061223179e-07
GSTM2P1	654	6.25372016471641e-08
GSTM3	4122	1.67685268055664e-06
GSTM3P1	574	7.12531879394518e-08
GSTM3P2	530	3.08674187752795e-07
GSTM4	1394	1.76624078809912e-05
GSTM5	1561	2.62007238163007e-08
GSTM5P1	660	6.19686816321899e-08
GSTO1	813	4.14527033442191e-05
GSTO2	6715	9.15438463224121e-06
GSTO3P	718	5.69628549822358e-08
GSTP1	741	0.000282542064293683
GSTP1P1	319	7.69266392675461e-07
GSTT2	1094	1.12155383575627e-07
GSTT2B	1115	2.93448106742567e-07
GSTT3P	315	1.29839142467445e-07
GSTT4	864	4.73371873579228e-08
GSTZ1	1186	3.27263609220116e-05
GSX1	1823	2.24351782102278e-08
GSX2	1673	3.66700506968727e-07
GTDC1	10585	3.03315767157653e-06
GTF2A1	6343	5.56715771969314e-05
GTF2A1-AS1	2406	5.60963377368702e-07
GTF2A1L	1618	2.52777069698673e-08
GTF2A2	1559	3.78299125612494e-05
GTF2B	1599	2.5680379735306e-05
GTF2E1	3000	2.82614369451765e-05
GTF2E2	1747	5.32370212597916e-05
GTF2F1	2432	9.05099479438052e-05
GTF2F2P1	675	6.05915998181412e-08
GTF2F2P2	721	5.67258389420878e-08
GTF2H1	3012	4.04919660338465e-05
GTF2H2	4340	2.35595218186897e-06
GTF2H2B	1432	2.8560984551149e-08
GTF2H2C	4555	1.0047497284882e-05
GTF2H3	3327	2.93437632753185e-05
GTF2H4	1735	2.35731007938013e-08
GTF2H5	7483	2.0769404454568e-06
GTF2I	4515	5.14706516860483e-05
GTF2I-AS1	858	1.62071936576497e-06
GTF2IP1	2047	1.99801318403739e-08
GTF2IP11	420	1.8502077801611e-06
GTF2IP12	356	1.1488575808215e-07
GTF2IP13	386	3.17870439460456e-07
GTF2IP14	586	4.88558548021702e-06
GTF2IP2	697	2.93395479750684e-07
GTF2IP20	360	1.13609249659015e-07
GTF2IP22	182	2.24721592732117e-07
GTF2IP23	351	4.42784767901801e-06
GTF2IP3	494	9.2727225632621e-06
GTF2IP4	2054	1.02547005291048e-05
GTF2IP5	731	1.73444490587497e-06
GTF2IP6	541	3.401977531379e-06
GTF2IP7	309	5.29441163459487e-07
GTF2IP8	584	4.90231693734105e-07
GTF2IP9	301	1.35878172349652e-07
GTF2IRD1	3284	4.67154038884127e-05
GTF2IRD1P1	680	5.41314660140012e-07
GTF2IRD2	3605	1.13451677884176e-08
GTF2IRD2B	3551	1.80827789093988e-06
GTF2IRD2P1	2749	1.48778937349019e-08
GTF3A	1443	3.52023338236581e-05
GTF3AP1	1004	4.07363843398858e-08
GTF3AP2	266	7.68784396188822e-07
GTF3AP5	697	5.86790959501368e-08
GTF3AP6	986	1.24440151756325e-07
GTF3C1	7090	0.000254273845085909
GTF3C2	3607	0.000110191208136144
GTF3C2-AS1	1040	9.04504410746772e-07
GTF3C2-AS2	399	3.65941372585879e-05
GTF3C3	4261	3.55049568683244e-05
GTF3C4	8612	9.752296087195e-05
GTF3C5	2098	0.000121957201006695
